Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:40
Using Version: 1.11
Device: HMR
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Heading (deg)	Pitch (deg)	Roll (deg)
1397773780.361	12.081	n	121.4	2.9	-1.4
1397773780.485	12.074	n	121.5	3.0	-1.4
1397773780.616	12.056	n	122.0	3.0	-1.3
1397773780.718	12.046	n	121.3	3.0	-1.3
1397773780.843	12.034	n	121.6	3.0	-1.2
1397773780.968	12.023	n	121.4	2.9	-1.1
1397773781.092	12.013	n	121.1	3.0	-1.0
1397773781.203	12.004	n	121.4	2.9	-0.9
1397773781.325	11.999	n	120.8	2.8	-0.8
1397773781.445	11.991	y	121.5	2.8	-0.7
1397773781.566	11.988	n	122.3	2.7	-0.6
1397773781.689	11.989	n	121.9	2.6	-0.6
1397773781.810	11.982	n	121.9	2.4	-0.5
1397773781.932	11.982	n	122.3	2.4	-0.5
1397773782.053	11.982	n	122.7	2.3	-0.5
1397773782.174	11.984	n	121.7	2.2	-0.5
1397773782.298	11.987	n	121.0	2.1	-0.6
1397773782.422	11.989	n	122.2	2.1	-0.7
1397773782.539	11.990	n	121.7	2.1	-0.8
1397773782.664	11.992	n	121.9	2.0	-0.9
1397773782.782	11.995	n	122.4	2.1	-1.0
1397773782.906	11.997	n	121.6	2.2	-1.1
1397773783.031	11.999	n	122.7	2.3	-1.2
1397773783.155	11.998	n	122.4	2.4	-1.3
1397773783.280	11.998	n	122.1	2.5	-1.4
1397773783.389	11.997	n	123.1	2.7	-1.3
1397773783.512	12.002	n	122.7	2.8	-1.2
1397773783.632	12.006	n	123.2	3.0	-1.3
1397773783.753	12.007	n	123.3	3.0	-1.3
1397773783.871	12.012	n	122.9	3.1	-1.1
1397773783.989	12.012	n	124.1	3.2	-1.0
1397773784.110	12.021	n	124.2	3.2	-1.0
1397773784.227	12.021	n	123.1	3.3	-0.8
1397773784.346	12.024	n	122.7	3.3	-0.7
1397773784.468	12.036	n	123.5	3.2	-0.7
1397773784.577	12.039	n	124.2	3.2	-0.7
1397773784.695	12.041	n	123.3	3.1	-0.7
1397773784.817	12.045	n	123.3	2.9	-0.7
1397773784.938	12.051	n	123.7	2.9	-0.7
1397773785.060	12.052	n	123.0	2.8	-0.7
1397773785.182	12.048	n	123.2	2.7	-0.6
1397773785.303	12.053	n	123.5	2.5	-0.7
1397773785.424	12.048	n	123.1	2.3	-0.7
1397773785.557	12.049	n	122.7	2.2	-0.6
1397773785.667	12.040	n	122.5	2.1	-0.7
1397773785.789	12.036	n	122.3	1.9	-0.7
1397773785.910	12.029	n	122.7	1.7	-0.8
1397773786.032	12.021	n	123.5	1.6	-0.8
1397773786.156	12.012	n	123.8	1.5	-0.8
1397773786.281	12.001	n	123.1	1.4	-0.9
1397773786.406	11.998	n	121.9	1.4	-1.0
1397773786.582	11.988	y	122.5	1.2	-1.1
1397773786.642	11.977	n	123.6	1.2	-1.2
1397773786.765	11.964	n	123.9	1.2	-1.3
1397773786.887	11.956	n	123.3	1.2	-1.5
1397773787.007	11.947	n	122.2	1.3	-1.6
1397773787.131	11.938	n	122.8	1.3	-1.7
1397773787.251	11.932	n	124.0	1.4	-1.8
1397773787.372	11.918	n	123.3	1.6	-1.9
1397773787.494	11.905	n	122.7	1.7	-1.9
1397773787.621	11.894	n	123.8	1.7	-2.0
1397773787.739	11.874	n	123.2	1.9	-2.0
1397773787.860	11.858	n	123.3	1.9	-2.0
1397773787.981	11.840	n	123.9	2.0	-2.1
1397773788.109	11.823	n	123.7	2.1	-2.0
1397773788.224	11.803	n	123.3	2.2	-2.0
1397773788.346	11.781	n	121.9	2.2	-1.9
1397773788.468	11.762	n	122.8	2.2	-1.9
1397773788.601	11.738	n	124.3	2.2	-1.8
1397773788.718	11.720	n	123.3	2.2	-1.7
1397773788.843	11.698	n	123.5	2.2	-1.6
1397773788.961	11.679	n	124.7	2.1	-1.4
1397773789.076	11.658	n	124.0	2.0	-1.3
1397773789.198	11.636	n	123.2	1.9	-1.1
1397773789.319	11.615	n	122.9	1.8	-1.0
1397773789.440	11.608	n	122.6	1.6	-0.8
1397773789.562	11.586	n	122.2	1.5	-0.7
1397773789.684	11.560	n	121.7	1.4	-0.5
1397773789.807	11.536	n	121.2	1.3	-0.4
1397773789.927	11.512	n	121.7	1.2	-0.3
1397773790.049	11.488	n	123.4	1.1	-0.2
1397773790.172	11.456	n	123.8	1.0	-0.2
1397773790.298	11.430	n	122.0	0.9	-0.2
1397773790.413	11.401	n	122.1	0.8	-0.2
1397773790.535	11.371	n	123.3	0.8	-0.2
1397773790.661	11.342	n	122.2	0.8	-0.3
1397773790.781	11.320	n	121.1	0.8	-0.4
1397773790.906	11.297	n	122.3	0.8	-0.5
1397773791.030	11.269	n	122.2	0.9	-0.7
1397773791.155	11.243	n	122.1	1.0	-0.8
1397773791.264	11.221	n	121.7	1.1	-1.0
1397773791.386	11.211	y	121.5	1.3	-1.1
1397773791.507	11.175	n	121.7	1.4	-1.3
1397773791.629	11.166	n	120.9	1.5	-1.4
1397773791.751	11.144	n	122.0	1.7	-1.6
1397773791.872	11.123	n	122.6	1.9	-1.6
1397773791.994	11.105	n	122.4	2.1	-1.7
1397773792.116	11.085	n	122.5	2.2	-1.8
1397773792.237	11.066	n	121.8	2.3	-1.8
1397773792.361	11.054	n	122.1	2.4	-1.7
1397773792.486	11.040	n	122.1	2.6	-1.6
1397773792.610	11.030	n	121.6	2.7	-1.5
1397773792.724	11.016	n	122.6	2.7	-1.5
1397773792.847	11.005	n	123.3	2.7	-1.3
1397773792.968	10.994	n	122.9	2.7	-1.1
1397773793.094	10.987	n	122.5	2.8	-1.0
1397773793.219	10.979	n	122.6	2.8	-0.9
1397773793.343	10.973	n	122.6	2.7	-0.8
1397773793.453	10.964	n	122.6	2.7	-0.7
1397773793.575	10.955	n	123.1	2.6	-0.6
1397773793.696	10.954	n	124.1	2.6	-0.5
1397773793.817	10.943	n	124.1	2.5	-0.5
1397773793.939	10.938	n	122.5	2.6	-0.4
1397773794.060	10.932	n	122.3	2.5	-0.4
1397773794.182	10.929	n	123.8	2.5	-0.4
1397773794.302	10.923	n	123.3	2.5	-0.4
1397773794.424	10.922	n	121.9	2.5	-0.5
1397773794.548	10.919	n	122.7	2.6	-0.6
1397773794.673	10.915	n	124.0	2.6	-0.7
1397773794.789	10.911	n	123.5	2.6	-0.7
1397773794.910	10.909	n	122.1	2.6	-0.8
1397773795.032	10.911	n	122.5	2.7	-0.9
1397773795.156	10.901	n	123.6	2.8	-1.0
1397773795.280	10.904	n	124.2	2.7	-1.0
1397773795.405	10.902	n	124.3	2.8	-1.1
1397773795.531	10.894	n	124.2	2.8	-1.1
1397773795.639	10.895	n	124.1	2.8	-1.1
1397773795.761	10.896	n	123.8	2.7	-1.1
1397773795.882	10.893	n	123.1	2.8	-1.0
1397773796.006	10.893	n	122.2	2.7	-0.9
1397773796.126	10.889	n	122.2	2.6	-0.9
1397773796.247	10.887	n	123.1	2.6	-0.7
1397773796.369	10.888	n	122.9	2.5	-0.6
1397773796.571	10.884	y	122.7	2.5	-0.6
1397773796.611	10.884	n	122.9	2.4	-0.5
1397773796.736	10.883	n	122.3	2.3	-0.5
1397773796.860	10.878	n	122.5	2.2	-0.5
1397773796.975	10.872	n	123.0	2.1	-0.5
1397773797.097	10.868	n	122.5	2.1	-0.5
1397773797.219	10.865	n	122.4	2.0	-0.7
1397773797.343	10.856	n	123.0	1.9	-0.7
1397773797.468	10.856	n	122.4	1.9	-0.8
1397773797.593	10.850	n	122.2	1.9	-0.9
1397773797.705	10.841	n	123.1	1.8	-1.0
1397773797.826	10.836	n	122.7	1.8	-1.1
1397773797.949	10.833	n	122.3	1.8	-1.2
1397773798.069	10.827	n	123.0	1.8	-1.3
1397773798.191	10.821	n	123.0	1.9	-1.4
1397773798.313	10.820	n	122.3	1.9	-1.5
1397773798.434	10.814	n	121.9	2.0	-1.5
1397773798.556	10.808	n	122.2	2.1	-1.5
1397773798.677	10.799	n	122.9	2.1	-1.5
1397773798.802	10.790	n	123.2	2.2	-1.5
1397773798.923	10.783	n	123.3	2.3	-1.5
1397773799.048	10.773	n	122.9	2.3	-1.5
1397773799.163	10.763	n	122.1	2.3	-1.4
1397773799.285	10.759	n	121.7	2.3	-1.4
1397773799.407	10.748	n	121.9	2.3	-1.3
1397773799.530	10.736	n	122.9	2.3	-1.3
1397773799.655	10.727	n	123.1	2.3	-1.2
1397773799.780	10.715	n	121.7	2.2	-1.2
1397773799.905	10.704	n	122.5	2.1	-1.2
1397773800.014	10.691	n	122.5	2.0	-1.2
1397773800.137	10.682	n	122.0	1.9	-1.1
1397773800.258	10.665	n	122.1	1.8	-1.1
1397773800.382	10.647	n	122.2	1.6	-1.1
1397773800.501	10.646	n	122.7	1.5	-1.2
1397773800.623	10.630	n	121.9	1.4	-1.2
1397773800.744	10.615	n	121.8	1.3	-1.2
1397773800.866	10.597	n	122.2	1.2	-1.3
1397773800.989	10.581	n	122.2	1.1	-1.3
1397773801.110	10.564	n	122.6	1.0	-1.3
1397773801.235	10.548	n	122.4	0.9	-1.3
1397773801.360	10.531	n	121.2	1.0	-1.4
1397773801.538	10.503	y	120.4	1.0	-1.4
1397773801.595	10.493	n	121.4	1.0	-1.4
1397773801.718	10.475	n	122.6	1.0	-1.5
1397773801.861	10.460	n	122.1	1.1	-1.5
1397773801.968	10.440	n	122.3	1.3	-1.5
1397773802.092	10.422	n	121.5	1.4	-1.5
1397773802.218	10.407	n	121.2	1.5	-1.5
1397773802.327	10.386	n	121.9	1.7	-1.5
1397773802.449	10.366	n	122.3	1.7	-1.5
1397773802.570	10.355	n	121.9	1.8	-1.5
1397773802.692	10.339	n	121.0	1.9	-1.5
1397773802.815	10.322	n	121.3	2.0	-1.5
1397773802.935	10.318	n	122.1	2.0	-1.5
1397773803.057	10.300	n	122.5	2.1	-1.4
1397773803.178	10.284	n	122.2	2.2	-1.3
1397773803.299	10.270	n	121.5	2.2	-1.3
1397773803.422	10.259	n	121.2	2.3	-1.2
1397773803.547	10.242	n	121.5	2.3	-1.2
1397773803.672	10.225	n	121.6	2.3	-1.2
1397773803.785	10.213	n	120.8	2.3	-1.2
1397773803.910	10.199	n	120.8	2.4	-1.2
1397773804.030	10.189	n	120.8	2.4	-1.1
1397773804.155	10.175	n	120.5	2.4	-1.1
1397773804.280	10.165	n	120.9	2.4	-1.1
1397773804.405	10.149	n	120.4	2.4	-1.1
1397773804.513	10.141	n	120.4	2.3	-1.2
1397773804.637	10.133	n	121.4	2.3	-1.2
1397773804.757	10.123	n	121.2	2.3	-1.2
1397773804.880	10.116	n	120.0	2.3	-1.3
1397773805.001	10.101	n	119.2	2.3	-1.3
1397773805.121	10.095	n	119.4	2.2	-1.4
1397773805.244	10.088	n	119.9	2.2	-1.4
1397773805.364	10.081	n	120.6	2.2	-1.4
1397773805.486	10.073	n	121.2	2.2	-1.5
1397773805.609	10.065	n	121.6	2.1	-1.5
1397773805.734	10.057	n	121.2	2.1	-1.5
1397773805.868	10.048	n	120.4	2.1	-1.6
1397773805.972	10.043	n	119.8	2.0	-1.5
1397773806.094	10.038	n	120.3	2.0	-1.5
1397773806.218	10.029	n	121.1	2.0	-1.5
1397773806.342	10.025	n	120.9	1.9	-1.4
1397773806.468	10.020	y	121.0	1.9	-1.4
1397773806.580	10.012	n	121.2	1.9	-1.3
1397773806.701	10.012	n	121.0	1.8	-1.3
1397773806.823	10.005	n	121.8	1.9	-1.2
1397773806.944	10.000	n	121.6	1.8	-1.1
1397773807.066	9.997	n	121.3	1.8	-1.0
1397773807.188	9.993	n	122.2	1.8	-0.9
1397773807.309	9.983	n	122.5	1.8	-0.8
1397773807.432	9.980	n	122.6	1.8	-0.7
1397773807.552	9.968	n	122.7	1.8	-0.6
1397773807.673	9.962	n	122.6	1.8	-0.6
1397773807.807	9.950	n	122.5	1.8	-0.5
1397773807.916	9.940	n	122.3	1.9	-0.5
1397773808.037	9.932	n	122.1	1.9	-0.5
1397773808.159	9.925	n	122.2	1.9	-0.6
1397773808.280	9.912	n	122.3	2.0	-0.6
1397773808.405	9.904	n	122.0	2.1	-0.7
1397773808.530	9.896	n	121.6	2.1	-0.8
1397773808.655	9.887	n	121.2	2.1	-0.9
1397773808.781	9.873	n	121.3	2.2	-1.1
1397773808.890	9.868	n	121.5	2.2	-1.2
1397773809.012	9.859	n	121.4	2.2	-1.4
1397773809.131	9.844	n	121.4	2.1	-1.5
1397773809.253	9.835	n	121.5	2.1	-1.6
1397773809.376	9.825	n	121.4	2.0	-1.7
1397773809.496	9.816	n	121.3	2.0	-1.7
1397773809.619	9.808	n	120.8	1.9	-1.8
1397773809.740	9.793	n	120.2	1.9	-1.8
1397773809.869	9.785	n	119.9	1.8	-1.8
1397773809.984	9.772	n	120.6	1.7	-1.7
1397773810.109	9.758	n	121.5	1.7	-1.6
1397773810.234	9.750	n	121.8	1.7	-1.5
1397773810.349	9.741	n	121.7	1.7	-1.4
1397773810.470	9.730	n	121.8	1.6	-1.3
1397773810.593	9.721	n	122.2	1.6	-1.2
1397773810.718	9.711	n	121.8	1.6	-1.1
1397773810.840	9.698	n	120.8	1.6	-0.9
1397773810.962	9.688	n	120.5	1.5	-0.8
1397773811.078	9.678	n	121.2	1.5	-0.8
1397773811.200	9.669	n	121.6	1.5	-0.7
1397773811.324	9.653	n	121.4	1.5	-0.7
1397773811.444	9.642	n	120.9	1.6	-0.7
1397773811.583	9.636	y	120.7	1.6	-0.7
1397773811.688	9.616	n	120.6	1.6	-0.8
1397773811.809	9.609	n	120.5	1.7	-0.9
1397773811.931	9.600	n	121.0	1.8	-1.0
1397773812.052	9.589	n	121.6	1.8	-1.1
1397773812.174	9.578	n	121.2	1.8	-1.3
1397773812.297	9.569	n	121.1	1.9	-1.4
1397773812.422	9.555	n	120.9	2.1	-1.6
1397773812.547	9.547	n	120.8	2.2	-1.7
1397773812.660	9.537	n	120.7	2.3	-1.8
1397773812.781	9.523	n	120.7	2.4	-1.9
1397773812.912	9.512	n	120.6	2.5	-2.0
1397773813.031	9.502	n	120.1	2.5	-2.1
1397773813.156	9.490	n	120.2	2.5	-2.2
1397773813.281	9.480	n	120.3	2.6	-2.2
1397773813.391	9.471	n	120.1	2.6	-2.2
1397773813.512	9.464	n	119.9	2.5	-2.1
1397773813.632	9.460	n	120.0	2.4	-2.0
1397773813.754	9.456	n	120.0	2.4	-1.9
1397773813.877	9.456	n	119.7	2.3	-1.8
1397773813.997	9.447	n	120.0	2.0	-1.8
1397773814.119	9.441	n	120.4	1.9	-1.6
1397773814.240	9.438	n	119.6	1.8	-1.5
1397773814.362	9.430	n	119.5	1.7	-1.5
1397773814.484	9.425	n	120.4	1.5	-1.4
1397773814.608	9.416	n	120.7	1.5	-1.4
1397773814.733	9.408	n	120.8	1.4	-1.3
1397773814.861	9.400	n	120.6	1.3	-1.3
1397773814.970	9.393	n	120.1	1.3	-1.3
1397773815.093	9.391	n	119.5	1.3	-1.2
1397773815.218	9.383	n	119.1	1.3	-1.2
1397773815.343	9.377	n	119.0	1.3	-1.3
1397773815.467	9.373	n	119.2	1.3	-1.4
1397773815.577	9.367	n	119.7	1.4	-1.4
1397773815.699	9.360	n	120.2	1.4	-1.5
1397773815.823	9.353	n	120.5	1.5	-1.6
1397773815.944	9.345	n	120.6	1.6	-1.7
1397773816.064	9.340	n	120.5	1.7	-1.8
1397773816.186	9.337	n	120.1	1.8	-1.9
1397773816.307	9.330	n	119.2	1.9	-1.9
1397773816.429	9.324	n	119.2	2.0	-2.0
1397773816.633	9.315	y	119.5	2.1	-2.0
1397773816.681	9.310	n	118.7	2.2	-2.0
1397773816.795	9.301	n	118.4	2.3	-2.0
1397773816.921	9.295	n	119.0	2.4	-1.9
1397773817.037	9.287	n	118.8	2.4	-1.9
1397773817.158	9.283	n	118.4	2.5	-1.9
1397773817.281	9.277	n	118.5	2.5	-1.8
1397773817.405	9.273	n	118.0	2.5	-1.7
1397773817.531	9.268	n	118.4	2.5	-1.6
1397773817.656	9.260	n	118.1	2.5	-1.5
1397773817.780	9.256	n	117.8	2.3	-1.5
1397773817.891	9.244	n	118.1	2.2	-1.5
1397773818.012	9.243	n	117.5	2.2	-1.5
1397773818.132	9.235	n	117.4	2.1	-1.5
1397773818.253	9.234	n	117.4	1.9	-1.4
1397773818.376	9.226	n	117.9	1.8	-1.5
1397773818.496	9.219	n	117.9	1.8	-1.5
1397773818.619	9.212	n	117.0	1.7	-1.5
1397773818.741	9.205	n	116.7	1.6	-1.6
1397773818.868	9.200	n	117.5	1.6	-1.6
1397773818.984	9.191	n	117.9	1.4	-1.7
1397773819.108	9.185	n	117.2	1.4	-1.8
1397773819.233	9.177	n	116.7	1.4	-1.9
1397773819.348	9.162	n	116.7	1.3	-1.9
1397773819.470	9.156	n	116.9	1.3	-2.0
1397773819.593	9.155	n	117.4	1.4	-2.0
1397773819.717	9.143	n	117.4	1.4	-2.1
1397773819.850	9.141	n	116.9	1.4	-2.1
1397773819.968	9.130	n	116.8	1.4	-2.1
1397773820.078	9.124	n	117.5	1.4	-2.1
1397773820.200	9.116	n	118.6	1.5	-2.0
1397773820.321	9.108	n	118.5	1.5	-2.0
1397773820.443	9.097	n	117.1	1.6	-1.9
1397773820.565	9.095	n	118.0	1.6	-1.9
1397773820.688	9.083	n	118.7	1.6	-1.9
1397773820.816	9.076	n	117.5	1.7	-1.8
1397773820.932	9.064	n	117.7	1.7	-1.7
1397773821.051	9.051	n	118.0	1.7	-1.6
1397773821.173	9.043	n	118.2	1.8	-1.6
1397773821.296	9.029	n	117.6	1.7	-1.6
1397773821.421	9.014	n	117.5	1.7	-1.6
1397773821.546	9.002	y	118.1	1.7	-1.6
1397773821.660	8.988	n	118.0	1.7	-1.6
1397773821.782	8.977	n	117.6	1.7	-1.7
1397773821.921	8.961	n	117.3	1.7	-1.7
1397773822.030	8.949	n	117.5	1.6	-1.7
1397773822.155	8.933	n	117.8	1.6	-1.7
1397773822.281	8.919	n	117.4	1.6	-1.8
1397773822.405	8.905	n	117.2	1.5	-1.8
1397773822.513	8.886	n	117.3	1.5	-1.8
1397773822.636	8.868	n	117.4	1.5	-1.8
1397773822.757	8.853	n	117.6	1.5	-1.8
1397773822.878	8.838	n	116.9	1.5	-1.9
1397773823.001	8.829	n	117.7	1.4	-1.9
1397773823.121	8.814	n	118.2	1.4	-1.9
1397773823.244	8.799	n	117.5	1.5	-1.8
1397773823.364	8.786	n	116.4	1.6	-1.9
1397773823.486	8.771	n	116.2	1.6	-1.9
1397773823.608	8.753	n	116.5	1.6	-2.0
1397773823.733	8.740	n	116.9	1.7	-2.0
1397773823.865	8.724	n	117.0	1.7	-2.0
1397773823.972	8.707	n	116.5	1.8	-2.1
1397773824.094	8.695	n	117.0	1.9	-2.1
1397773824.219	8.684	n	117.7	1.9	-2.2
1397773824.343	8.668	n	117.3	1.9	-2.3
1397773824.469	8.659	n	116.6	1.9	-2.3
1397773824.593	8.649	n	117.1	1.9	-2.3
1397773824.701	8.636	n	117.7	1.9	-2.4
1397773824.823	8.626	n	117.3	1.9	-2.5
1397773824.944	8.616	n	117.5	1.9	-2.6
1397773825.066	8.608	n	117.5	1.9	-2.6
1397773825.189	8.603	n	118.0	1.9	-2.6
1397773825.309	8.597	n	118.1	1.9	-2.6
1397773825.431	8.588	n	117.6	1.9	-2.5
1397773825.552	8.581	n	118.5	1.8	-2.5
1397773825.673	8.579	n	118.8	1.9	-2.4
1397773825.795	8.573	n	118.1	1.9	-2.3
1397773825.920	8.567	n	118.6	1.9	-2.2
1397773826.045	8.560	n	119.3	2.0	-2.1
1397773826.159	8.556	n	119.4	2.0	-2.0
1397773826.280	8.548	n	119.3	2.1	-1.9
1397773826.405	8.543	n	119.0	2.1	-1.8
1397773826.530	8.539	n	118.4	2.2	-1.7
1397773826.699	8.530	y	118.2	2.3	-1.6
1397773826.767	8.526	n	119.1	2.3	-1.5
1397773826.888	8.524	n	119.3	2.4	-1.5
1397773827.012	8.516	n	118.3	2.4	-1.4
1397773827.132	8.513	n	118.2	2.5	-1.4
1397773827.253	8.508	n	118.7	2.5	-1.4
1397773827.376	8.502	n	118.4	2.5	-1.4
1397773827.495	8.499	n	118.0	2.6	-1.4
1397773827.619	8.491	n	118.8	2.6	-1.5
1397773827.739	8.483	n	119.2	2.5	-1.6
1397773827.867	8.475	n	118.2	2.5	-1.6
1397773827.983	8.471	n	117.2	2.4	-1.6
1397773828.108	8.465	n	116.6	2.4	-1.7
1397773828.233	8.459	n	116.4	2.4	-1.7
1397773828.347	8.452	n	116.3	2.3	-1.7
1397773828.468	8.448	n	117.0	2.3	-1.7
1397773828.593	8.442	n	118.3	2.2	-1.7
1397773828.717	8.436	n	117.4	2.2	-1.7
1397773828.833	8.437	n	117.6	2.1	-1.7
1397773828.968	8.430	n	117.7	2.0	-1.7
1397773829.076	8.422	n	116.9	2.0	-1.8
1397773829.199	8.417	n	118.5	1.9	-1.9
1397773829.320	8.414	n	118.5	1.9	-2.0
1397773829.440	8.411	n	117.1	1.9	-2.0
1397773829.563	8.406	n	118.1	1.9	-2.1
1397773829.683	8.405	n	118.2	2.0	-2.1
1397773829.806	8.401	n	118.2	2.0	-2.3
1397773829.927	8.398	n	119.6	2.0	-2.4
1397773830.048	8.394	n	119.4	2.0	-2.5
1397773830.171	8.390	n	119.7	2.0	-2.6
1397773830.296	8.390	n	119.8	2.0	-2.7
1397773830.412	8.386	n	119.2	2.1	-2.7
1397773830.534	8.383	n	118.9	2.1	-2.8
1397773830.656	8.383	n	119.2	2.1	-2.8
1397773830.781	8.385	n	119.3	2.0	-2.8
1397773830.913	8.383	n	119.3	1.9	-2.7
1397773831.031	8.383	n	120.0	1.8	-2.7
1397773831.156	8.377	n	121.0	1.7	-2.6
1397773831.264	8.374	n	120.3	1.6	-2.5
1397773831.386	8.367	n	120.3	1.5	-2.3
1397773831.507	8.360	n	122.2	1.3	-2.2
1397773831.646	8.350	y	123.3	1.2	-2.0
1397773831.750	8.345	n	123.6	1.1	-1.9
1397773831.874	8.335	n	123.7	1.0	-1.6
1397773831.994	8.317	n	123.9	1.0	-1.4
1397773832.116	8.300	n	124.0	0.9	-1.1
1397773832.238	8.281	n	124.0	0.9	-0.9
1397773832.358	8.258	n	124.1	0.9	-0.6
1397773832.485	8.235	n	124.1	0.9	-0.4
1397773832.609	8.205	n	124.0	0.9	-0.2
1397773832.723	8.178	n	124.0	0.9	0.0
1397773832.845	8.153	n	123.8	0.9	0.1
1397773832.966	8.122	n	123.7	1.0	0.2
1397773833.092	8.095	n	123.5	1.1	0.3
1397773833.217	8.065	n	123.4	1.1	0.3
1397773833.342	8.036	n	123.2	1.2	0.2
1397773833.452	8.009	n	122.9	1.4	0.1
1397773833.574	7.981	n	122.6	1.6	-0.1
1397773833.696	7.951	n	122.2	1.7	-0.3
1397773833.819	7.937	n	121.1	1.8	-0.6
1397773833.939	7.909	n	119.4	1.9	-0.8
1397773834.061	7.881	n	119.9	2.0	-1.0
1397773834.182	7.853	n	120.7	2.1	-1.4
1397773834.304	7.829	n	119.5	2.2	-1.6
1397773834.425	7.808	n	119.2	2.3	-1.8
1397773834.547	7.786	n	119.8	2.3	-2.1
1397773834.671	7.764	n	119.5	2.4	-2.2
1397773834.796	7.745	n	118.4	2.5	-2.4
1397773834.911	7.725	n	118.2	2.6	-2.6
1397773835.049	7.706	n	119.4	2.7	-2.7
1397773835.156	7.688	n	119.6	2.7	-2.7
1397773835.281	7.677	n	118.1	2.8	-2.8
1397773835.406	7.664	n	117.9	2.9	-2.8
1397773835.515	7.653	n	119.1	3.0	-2.8
1397773835.633	7.648	n	120.4	3.1	-2.8
1397773835.751	7.644	n	119.4	3.1	-2.7
1397773835.869	7.637	n	118.9	3.1	-2.6
1397773835.990	7.632	n	120.5	3.1	-2.6
1397773836.108	7.629	n	120.5	3.1	-2.5
1397773836.222	7.624	n	120.1	3.1	-2.4
1397773836.343	7.622	n	119.9	3.0	-2.3
1397773836.468	7.624	n	120.7	3.0	-2.2
1397773836.578	7.617	y	121.7	2.9	-2.0
1397773836.711	7.625	n	120.5	2.8	-2.0
1397773836.821	7.618	n	121.2	2.7	-1.9
1397773836.944	7.620	n	121.6	2.6	-1.7
1397773837.064	7.621	n	120.8	2.5	-1.5
1397773837.186	7.618	n	122.2	2.4	-1.4
1397773837.307	7.615	n	122.1	2.2	-1.4
1397773837.429	7.616	n	120.8	2.1	-1.4
1397773837.551	7.615	n	121.3	2.0	-1.4
1397773837.672	7.614	n	122.4	2.0	-1.3
1397773837.796	7.610	n	123.0	2.0	-1.3
1397773837.921	7.605	n	123.3	2.0	-1.4
1397773838.048	7.603	n	123.3	2.0	-1.5
1397773838.158	7.601	n	122.8	2.0	-1.6
1397773838.280	7.599	n	121.6	2.1	-1.6
1397773838.406	7.596	n	120.8	2.2	-1.8
1397773838.531	7.592	n	120.8	2.2	-1.9
1397773838.656	7.587	n	121.0	2.3	-2.1
1397773838.781	7.584	n	121.0	2.3	-2.2
1397773838.888	7.579	n	121.3	2.4	-2.3
1397773839.010	7.576	n	122.2	2.5	-2.4
1397773839.131	7.572	n	122.0	2.5	-2.5
1397773839.254	7.568	n	121.9	2.4	-2.6
1397773839.376	7.565	n	122.1	2.5	-2.7
1397773839.496	7.563	n	121.9	2.5	-2.6
1397773839.619	7.556	n	121.9	2.4	-2.6
1397773839.739	7.551	n	122.2	2.3	-2.6
1397773839.861	7.546	n	122.9	2.2	-2.5
1397773839.994	7.537	n	123.2	2.1	-2.5
1397773840.108	7.530	n	123.0	2.0	-2.4
1397773840.233	7.521	n	122.0	1.9	-2.4
1397773840.348	7.511	n	121.8	1.7	-2.4
1397773840.470	7.503	n	123.0	1.6	-2.3
1397773840.593	7.494	n	122.9	1.5	-2.3
1397773840.718	7.482	n	123.3	1.3	-2.2
1397773840.842	7.471	n	123.5	1.2	-2.2
1397773840.967	7.462	n	123.9	1.1	-2.1
1397773841.092	7.449	n	124.5	1.0	-2.0
1397773841.201	7.431	n	123.3	1.0	-2.0
1397773841.323	7.421	n	122.9	1.0	-1.9
1397773841.443	7.401	n	122.7	1.0	-1.9
1397773841.565	7.390	y	122.8	1.1	-1.8
1397773841.705	7.373	n	122.7	1.2	-1.7
1397773841.809	7.362	n	122.9	1.3	-1.6
1397773841.932	7.343	n	124.6	1.4	-1.5
1397773842.053	7.324	n	126.1	1.5	-1.4
1397773842.174	7.308	n	124.9	1.6	-1.2
1397773842.296	7.285	n	123.9	1.7	-1.1
1397773842.422	7.263	n	125.2	1.9	-1.1
1397773842.538	7.240	n	125.5	2.0	-1.0
1397773842.660	7.221	n	124.5	2.0	-0.9
1397773842.781	7.197	n	123.5	2.1	-0.9
1397773842.906	7.171	n	122.8	2.1	-0.9
1397773843.047	7.150	n	124.4	2.1	-0.9
1397773843.155	7.124	n	124.6	2.0	-0.9
1397773843.281	7.099	n	124.0	2.0	-1.0
1397773843.389	7.076	n	123.7	1.9	-1.0
1397773843.512	7.053	n	123.8	1.9	-1.1
1397773843.632	7.034	n	123.6	1.8	-1.1
1397773843.753	7.021	n	122.6	1.7	-1.2
1397773843.876	6.999	n	123.2	1.7	-1.3
1397773843.997	6.979	n	123.5	1.7	-1.4
1397773844.119	6.954	n	122.9	1.7	-1.5
1397773844.241	6.935	n	123.3	1.7	-1.6
1397773844.364	6.916	n	123.2	1.8	-1.7
1397773844.485	6.898	n	122.7	1.9	-1.9
1397773844.608	6.881	n	123.3	2.1	-1.9
1397773844.733	6.865	n	123.2	2.3	-2.0
1397773844.849	6.852	n	122.6	2.5	-2.0
