Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:40
Using Version: 1.11
Device: WM
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Encoder Counts	Current (A)	Status	Velocity(c/s)	Temperature (C)	Voltage	Time Counts	Discharge Counts	Rope On Drum(m)
1397773522.558	0.563	y	-1494303	-0.01	0000F000	0	12	32.7	1290	8643	9.55
1397773523.183	0.560	n	-1494303	-0.03	0000F000	0	12	32.4	1290	8643	9.55
1397773523.246	0.559	n	-1494303	0.00	0000F000	0	12	32.4	1290	8643	9.55
1397773523.308	0.553	n	-1494303	0.00	0000F000	0	12	32.4	1290	8643	9.55
1397773523.371	0.546	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773523.433	0.540	n	-1494303	-0.02	0000F000	0	12	32.5	1290	8643	9.55
1397773523.496	0.529	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773523.558	0.526	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773523.621	0.518	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773523.683	0.513	n	-1494303	-0.01	0000F000	0	12	32.5	1290	8643	9.55
1397773523.746	0.505	n	-1494303	0.00	0000F000	0	12	32.6	1290	8643	9.55
1397773523.808	0.497	n	-1494303	-0.01	0000F000	0	12	32.7	1290	8643	9.55
1397773523.871	0.486	n	-1494303	-0.01	0000F000	0	12	32.7	1290	8643	9.55
1397773523.933	0.477	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773523.996	0.472	n	-1494303	-0.01	0000F000	0	12	32.5	1290	8643	9.55
1397773524.058	0.466	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773524.121	0.456	n	-1494303	-0.03	0000F000	0	12	32.7	1290	8643	9.55
1397773524.183	0.446	n	-1494303	0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773524.246	0.438	n	-1494303	-0.01	0000F000	0	12	32.5	1290	8643	9.55
1397773524.308	0.429	n	-1494303	-0.02	0000F000	0	12	32.5	1290	8643	9.55
1397773524.371	0.421	n	-1494303	-0.01	0000F000	0	12	32.7	1290	8643	9.55
1397773524.433	0.418	n	-1494303	-0.03	0000F000	0	12	32.4	1290	8643	9.55
1397773524.496	0.419	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773524.558	0.421	n	-1494303	-0.04	0000F000	0	12	32.4	1290	8643	9.55
1397773524.621	0.421	n	-1494303	0.00	0000F000	0	12	32.7	1290	8643	9.55
1397773524.683	0.430	n	-1494303	-0.01	0000F000	0	12	32.7	1290	8643	9.55
1397773524.746	0.441	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773524.808	0.455	n	-1494303	0.00	0000F000	0	12	32.4	1290	8643	9.55
1397773524.871	0.466	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773524.933	0.475	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773524.996	0.492	n	-1494303	-0.01	0000F000	0	12	32.6	1290	8643	9.55
1397773525.058	0.507	n	-1494303	-0.03	0000F000	0	12	32.4	1290	8643	9.55
1397773525.121	0.521	n	-1494303	-0.01	0000F000	0	12	32.6	1290	8643	9.55
1397773525.183	0.524	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773525.246	0.529	n	-1494303	-0.02	0000F000	0	12	32.7	1290	8643	9.55
1397773525.308	0.537	n	-1494303	-0.02	0000F000	0	12	32.5	1290	8643	9.55
1397773525.371	0.545	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773525.433	0.553	n	-1494303	-0.01	0000F000	0	12	32.5	1290	8643	9.55
1397773525.496	0.552	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773525.558	0.561	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773525.621	0.564	n	-1494303	0.00	0000F000	0	12	32.7	1290	8643	9.55
1397773525.683	0.563	n	-1494303	-0.02	0000F000	0	12	32.7	1290	8643	9.55
1397773525.746	0.564	n	-1494303	-0.01	0000F000	0	12	32.6	1290	8643	9.55
1397773525.808	0.566	n	-1494303	-0.02	0000F000	0	12	32.7	1290	8643	9.55
1397773525.871	0.561	n	-1494303	-0.01	0000F000	0	12	32.7	1290	8643	9.55
1397773525.933	0.558	n	-1494303	-0.03	0000F000	0	12	32.6	1290	8643	9.55
1397773525.996	0.560	n	-1494303	-0.02	0000F000	0	12	32.5	1290	8643	9.55
1397773526.058	0.560	n	-1494303	-0.02	0000F000	0	12	32.5	1290	8643	9.55
1397773526.121	0.557	n	-1494303	-0.01	0000F000	0	12	32.4	1290	8643	9.55
1397773526.183	0.553	n	-1494303	0.00	0000F000	0	12	32.4	1290	8643	9.55
1397773526.246	0.556	n	-1494303	-0.02	0000F000	0	12	32.6	1290	8643	9.55
1397773526.308	0.555	n	-1494303	-0.02	0000F000	0	12	32.4	1290	8643	9.55
1397773526.371	0.558	n	-1494303	-0.03	0000F000	0	12	32.4	1290	8643	9.55
1397773526.433	0.559	n	-1494303	-0.02	0000F000	0	12	32.7	1290	8643	9.55
1397773526.496	0.563	n	-1494303	-0.01	0000F000	0	12	32.6	1290	8643	9.55
1397773526.558	0.572	n	-1494303	0.00	0000F000	0	12	32.6	1290	8643	9.55
1397773526.621	0.576	n	-1494303	-0.01	0000F000	0	12	32.5	1290	8643	9.55
1397773526.683	0.582	n	-1494303	0.00	0000F000	0	12	32.5	1290	8643	9.55
1397773526.746	0.589	n	-1494303	-0.01	0000F000	0	12	32.3	1290	8643	9.55
1397773526.808	0.596	n	-1494303	-0.01	00000000	0	12	32.5	1290	8643	9.55
1397773526.996	0.607	n	-1494671	-3.81	00000000	-55884	12	31.9	1290	8643	9.55
1397773527.058	0.612	n	-1495747	-5.24	00000100	-329095	12	31.0	1290	8643	9.56
1397773527.121	0.612	n	-1498422	-4.49	00000100	-332366	12	31.2	1290	8643	9.58
1397773527.183	0.614	n	-1500582	-4.39	00000100	-349384	12	31.4	1290	8643	9.59
1397773527.246	0.611	n	-1503172	-4.21	00000100	-354430	12	31.2	1290	8643	9.61
1397773527.308	0.614	n	-1505172	-4.42	00000100	-343290	12	31.3	1290	8643	9.62
1397773527.371	0.618	n	-1507172	-5.34	00000100	-336365	12	31.4	1290	8643	9.64
1397773527.433	0.615	n	-1509172	-5.28	00000100	-334160	12	31.3	1290	8643	9.65
1397773527.496	0.617	n	-1511742	-5.40	00000100	-332421	12	31.4	1290	8643	9.67
1397773527.558	0.613	n	-1513600	-5.23	00000100	-328352	12	31.1	1290	8644	9.68
1397773527.621	0.609	n	-1515741	-5.27	00000100	-323324	12	31.3	1290	8644	9.69
1397773527.683	0.604	n	-1517172	-5.15	00000100	-319999	12	31.0	1290	8644	9.70
1397773527.746	0.602	n	-1519729	-5.64	00000100	-318157	12	31.4	1290	8644	9.72
1397773527.808	0.597	n	-1521675	-5.18	00000100	-322650	12	31.0	1290	8644	9.73
1397773527.871	0.590	n	-1523739	-5.49	00000100	-324122	12	31.3	1290	8644	9.75
1397773527.933	0.582	y	-1527005	-5.10	00000100	-330538	12	31.4	1290	8644	9.77
1397773528.058	0.573	n	-1529753	-4.99	00000100	-342242	12	31.3	1290	8644	9.79
1397773528.121	0.564	n	-1531172	-4.76	00000100	-343363	12	31.2	1290	8644	9.80
1397773528.183	0.559	n	-1533172	-4.50	00000100	-346619	12	31.4	1290	8644	9.81
1397773528.246	0.561	n	-1535758	-6.10	00000100	-345480	12	31.4	1291	8644	9.83
1397773528.308	0.562	n	-1537767	-4.79	00000100	-346549	12	31.2	1290	8644	9.84
1397773528.371	0.562	n	-1539172	-3.68	00000100	-346150	12	31.5	1290	8644	9.85
1397773528.433	0.569	n	-1542770	-4.07	00000100	-347051	12	31.4	1290	8644	9.87
1397773528.496	0.574	n	-1545172	-4.81	00000100	-345469	12	31.5	1290	8644	9.89
1397773528.558	0.583	n	-1547243	-4.80	00000100	-342078	12	31.4	1290	8644	9.90
1397773528.621	0.595	n	-1549172	-4.45	00000100	-341462	12	31.5	1290	8644	9.92
1397773528.683	0.610	n	-1551251	-4.74	00000100	-334662	12	31.2	1290	8644	9.93
1397773528.746	0.621	n	-1553172	-5.36	00000100	-332501	12	31.2	1290	8644	9.94
1397773528.808	0.636	n	-1555761	-5.37	00000100	-332542	12	31.4	1290	8644	9.96
1397773528.933	0.659	n	-1559764	-5.35	00000100	-326093	12	31.2	1290	8644	9.99
1397773528.996	0.667	n	-1561172	-5.33	00000100	-327041	12	31.1	1290	8644	10.00
1397773529.058	0.669	n	-1563587	-5.17	00000100	-324730	12	31.1	1290	8645	10.01
1397773529.121	0.673	n	-1565172	-4.56	00000100	-328597	12	31.1	1290	8645	10.02
1397773529.183	0.672	n	-1567733	-4.83	00000100	-335922	12	31.2	1290	8645	10.04
1397773529.246	0.666	n	-1569762	-5.34	00000100	-340151	12	31.3	1290	8645	10.05
1397773529.308	0.660	n	-1571754	-4.66	00000100	-343883	12	31.2	1290	8645	10.07
1397773529.371	0.656	n	-1573172	-4.61	00000100	-349204	12	31.4	1290	8645	10.08
1397773529.433	0.644	n	-1576585	-4.87	00000100	-351189	12	31.5	1290	8645	10.10
1397773529.496	0.642	n	-1578753	-4.46	00000100	-355305	12	31.6	1290	8645	10.11
1397773529.558	0.637	n	-1580247	-3.97	00000100	-353177	12	31.4	1290	8645	10.12
1397773529.621	0.634	n	-1583172	-4.24	00000100	-356708	12	31.5	1290	8645	10.14
1397773529.683	0.637	n	-1585172	-5.05	00000100	-358781	12	31.5	1290	8645	10.16
1397773529.746	0.638	n	-1587172	-4.01	00000100	-367577	12	31.4	1290	8645	10.17
1397773529.808	0.642	n	-1589748	-3.24	00000100	-369580	12	31.7	1290	8645	10.19
1397773529.871	0.651	n	-1591172	-3.82	00000100	-366456	12	31.7	1290	8645	10.20
1397773529.933	0.656	n	-1593599	-4.36	00000100	-365416	12	31.5	1290	8645	10.21
1397773529.996	0.664	n	-1597172	-3.71	00000100	-365826	12	31.7	1291	8645	10.24
1397773530.058	0.671	n	-1599172	-3.78	00000100	-365526	12	31.4	1290	8645	10.25
1397773530.121	0.672	n	-1601172	-3.47	00000100	-364706	12	31.5	1290	8645	10.26
1397773530.183	0.671	n	-1603172	-3.83	00000100	-369276	12	31.4	1290	8645	10.28
1397773530.246	0.670	n	-1605172	-3.40	00000100	-366039	12	31.7	1290	8645	10.29
1397773530.308	0.667	n	-1608594	-3.64	00000100	-368236	12	31.4	1290	8645	10.31
1397773530.371	0.659	n	-1609575	-3.68	00000100	-366141	12	31.7	1290	8645	10.32
1397773530.433	0.650	n	-1613172	-3.89	00000100	-358792	12	31.4	1290	8645	10.34
1397773530.496	0.646	n	-1613737	-4.10	00000100	-358158	12	31.3	1290	8645	10.35
1397773530.558	0.641	n	-1617172	-4.08	00000100	-357678	12	31.6	1290	8645	10.37
1397773530.621	0.632	n	-1619172	-4.75	00000100	-354390	12	31.5	1290	8645	10.38
1397773530.683	0.627	n	-1621765	-4.13	00000100	-355038	12	31.4	1290	8645	10.40
1397773530.746	0.628	n	-1623753	-4.32	00000100	-355975	12	31.5	1290	8645	10.41
1397773530.808	0.623	n	-1625172	-4.41	00000100	-355441	12	31.4	1290	8646	10.42
1397773530.933	0.627	n	-1629765	-4.33	00000100	-355833	12	31.6	1290	8646	10.45
1397773530.996	0.628	n	-1632750	-3.54	00000100	-351182	12	31.6	1290	8646	10.47
1397773531.058	0.633	n	-1634748	-4.69	00000100	-348622	12	31.3	1290	8646	10.49
1397773531.121	0.638	n	-1637172	-4.66	00000100	-345092	12	31.5	1290	8646	10.50
1397773531.183	0.641	n	-1639172	-4.19	00000100	-338167	12	31.2	1290	8646	10.52
1397773531.246	0.645	n	-1641172	-4.85	00000100	-334867	12	31.3	1290	8646	10.53
1397773531.308	0.654	n	-1643416	-5.62	00000100	-333940	12	31.2	1290	8646	10.55
1397773531.371	0.660	n	-1645261	-5.44	00000100	-327026	12	31.1	1290	8646	10.56
1397773531.433	0.665	n	-1647172	-5.46	00000100	-327719	12	31.2	1290	8646	10.57
1397773531.496	0.672	n	-1649172	-5.69	00000100	-320493	12	31.1	1290	8646	10.58
1397773531.558	0.678	n	-1651172	-5.95	00000100	-310042	12	31.0	1290	8646	10.60
1397773531.621	0.690	n	-1653172	-6.19	00000000	-278298	12	31.1	1290	8646	10.61
1397773531.683	0.701	n	-1654178	-6.01	00000000	-232533	12	31.5	1290	8646	10.62
1397773531.746	0.707	n	-1655172	-6.07	00000000	-173368	12	31.5	1290	8646	10.62
1397773531.808	0.718	n	-1655859	-6.03	00000000	-116268	12	31.9	1290	8646	10.63
1397773531.933	0.736	n	-1656841	-6.05	00000000	-15062	12	31.9	1290	8646	10.64
1397773531.996	0.744	n	-1656877	-6.00	00000000	0	12	32.2	1290	8646	10.64
1397773532.058	0.745	n	-1656879	-5.97	00000000	0	12	32.0	1290	8646	10.64
1397773532.121	0.745	n	-1656879	-5.99	00000000	0	12	32.2	1290	8646	10.64
1397773532.183	0.745	n	-1656879	-6.04	00000000	0	12	32.2	1290	8646	10.64
1397773532.246	0.744	n	-1656880	-6.01	00000000	0	12	32.2	1290	8646	10.64
1397773532.308	0.745	n	-1656881	-6.03	00000000	0	12	32.1	1290	8646	10.64
1397773532.371	0.743	n	-1656889	-6.03	00000000	-6790	12	31.8	1290	8646	10.64
1397773532.433	0.742	n	-1657005	-6.00	00000000	-27642	12	31.9	1290	8646	10.64
1397773532.496	0.742	n	-1657179	-6.01	00000000	-25042	12	31.8	1290	8646	10.64
1397773532.558	0.746	n	-1657329	-6.05	00000000	-57415	12	31.7	1290	8646	10.64
1397773532.621	0.750	n	-1657713	-5.99	00000000	-60084	12	31.7	1290	8646	10.64
1397773532.683	0.756	n	-1658226	-5.99	00000000	-90256	12	31.6	1290	8646	10.64
1397773532.746	0.763	n	-1659194	-6.05	00000000	-114144	12	31.6	1290	8647	10.65
1397773532.808	0.777	n	-1660186	-5.99	00000000	-126412	12	31.7	1290	8647	10.66
1397773532.871	0.791	n	-1661172	-6.02	00000000	-166871	12	31.6	1290	8647	10.66
1397773532.933	0.806	n	-1662174	-5.95	00000000	-172844	12	31.4	1290	8647	10.67
1397773532.996	0.824	y	-1663671	-6.02	00000000	-195048	12	31.5	1290	8647	10.68
1397773533.121	0.839	n	-1665172	-6.00	00000000	-223945	12	31.4	1290	8647	10.69
1397773533.183	0.849	n	-1667172	-6.00	00000000	-266627	12	31.1	1290	8647	10.70
1397773533.246	0.859	n	-1669505	-5.86	00000000	-278383	12	31.2	1290	8647	10.72
1397773533.308	0.870	n	-1671172	-5.97	00000000	-276888	12	31.3	1290	8647	10.73
1397773533.371	0.888	n	-1673172	-5.85	00000100	-299015	12	31.0	1290	8647	10.74
1397773533.433	0.914	n	-1675172	-6.14	00000100	-308562	12	31.0	1290	8647	10.76
1397773533.496	0.932	n	-1677183	-5.80	00000100	-305625	12	31.3	1290	8647	10.77
1397773533.558	0.942	n	-1677600	-6.02	00000100	-303812	12	31.1	1290	8647	10.77
1397773533.621	0.949	n	-1681172	-6.11	00000100	-311700	12	31.0	1290	8647	10.80
1397773533.683	0.958	n	-1682741	-6.01	00000100	-313542	12	31.2	1290	8647	10.81
1397773533.746	0.976	n	-1683763	-5.64	00000100	-307207	12	31.2	1290	8647	10.82
1397773533.808	0.997	n	-1685323	-5.49	00000000	-303413	12	31.2	1290	8647	10.83
1397773533.871	1.017	n	-1688761	-5.91	00000100	-302179	12	31.3	1290	8647	10.85
1397773533.933	1.038	n	-1689172	-5.99	00000000	-300396	12	31.0	1290	8647	10.85
1397773533.996	1.056	n	-1692166	-6.07	00000000	-287355	12	31.3	1290	8647	10.87
1397773534.058	1.071	n	-1693194	-5.99	00000000	-273109	12	31.2	1290	8647	10.88
1397773534.121	1.086	n	-1695172	-5.99	00000000	-251715	12	31.5	1290	8648	10.89
1397773534.183	1.101	n	-1697172	-6.02	00000000	-250247	12	31.3	1290	8648	10.91
1397773534.246	1.109	n	-1698183	-6.07	00000000	-250975	12	31.2	1290	8648	10.91
1397773534.308	1.118	n	-1699504	-6.03	00000000	-241326	12	31.5	1290	8648	10.92
1397773534.371	1.120	n	-1701172	-6.00	00000000	-251646	12	31.3	1290	8648	10.93
1397773534.433	1.124	n	-1703172	-5.95	00000000	-254429	12	31.2	1290	8648	10.95
1397773534.496	1.129	n	-1704183	-5.90	00000000	-265192	12	31.2	1290	8648	10.95
1397773534.558	1.141	n	-1705474	-5.99	00000100	-290618	12	31.4	1290	8648	10.96
1397773534.621	1.146	n	-1708594	-5.95	00000000	-304369	12	31.2	1290	8648	10.98
1397773534.683	1.153	n	-1709250	-5.60	00000000	-308405	12	31.2	1290	8648	10.99
1397773534.746	1.162	n	-1711783	-5.97	00000000	-312184	12	31.3	1290	8648	11.00
1397773534.808	1.171	n	-1713590	-5.88	00000100	-309741	12	31.3	1290	8648	11.02
1397773534.933	1.192	n	-1717424	-6.13	00000100	-307742	12	31.0	1290	8648	11.04
1397773534.996	1.196	n	-1719754	-5.72	00000000	-309789	12	31.3	1290	8648	11.06
1397773535.058	1.207	n	-1721418	-5.74	00000100	-311250	12	31.4	1290	8648	11.07
1397773535.121	1.214	n	-1723731	-5.72	00000000	-312638	12	31.3	1290	8648	11.08
1397773535.183	1.227	n	-1725172	-5.47	00000100	-313418	12	31.2	1290	8648	11.09
1397773535.246	1.236	n	-1727173	-5.27	00000100	-317454	12	31.2	1290	8648	11.11
1397773535.308	1.245	n	-1729742	-5.74	00000100	-316498	12	31.3	1290	8648	11.12
1397773535.371	1.262	n	-1731172	-5.07	00000100	-315480	12	31.2	1290	8649	11.13
1397773535.433	1.277	n	-1733582	-6.02	00000100	-314465	12	31.3	1290	8649	11.15
1397773535.496	1.290	n	-1735741	-5.97	00000100	-313132	12	31.4	1290	8649	11.17
1397773535.558	1.307	n	-1737335	-5.77	00000100	-312473	12	31.1	1290	8649	11.18
1397773535.621	1.323	n	-1739172	-6.13	00000000	-307969	12	31.3	1290	8649	11.19
1397773535.683	1.339	n	-1741172	-5.64	00000100	-310386	12	31.3	1290	8649	11.20
1397773535.746	1.357	n	-1744005	-5.41	00000100	-309862	12	31.2	1290	8649	11.22
1397773535.808	1.377	n	-1745172	-5.60	00000000	-311360	12	31.2	1290	8649	11.23
1397773535.871	1.391	n	-1747730	-5.61	00000000	-313813	12	31.3	1290	8649	11.25
1397773535.933	1.412	n	-1749172	-6.03	00000100	-314557	12	31.3	1290	8649	11.26
1397773535.996	1.429	n	-1751172	-5.93	00000100	-310917	12	31.4	1290	8649	11.27
1397773536.058	1.443	n	-1753505	-6.00	00000100	-307540	12	31.2	1291	8649	11.28
1397773536.121	1.465	n	-1755172	-5.95	00000100	-306412	12	31.4	1290	8649	11.30
1397773536.183	1.481	n	-1757172	-5.39	00000100	-307244	12	31.3	1290	8649	11.31
1397773536.246	1.501	n	-1759182	-5.96	00000100	-307126	12	31.1	1290	8649	11.32
1397773536.308	1.522	n	-1761506	-5.97	00000100	-310865	12	31.2	1290	8649	11.34
1397773536.371	1.542	n	-1763172	-5.00	00000100	-312155	12	31.2	1290	8649	11.35
1397773536.433	1.561	n	-1765172	-5.98	00000100	-312488	12	31.1	1290	8649	11.36
1397773536.496	1.580	n	-1766734	-5.82	00000100	-316501	12	31.1	1290	8649	11.37
1397773536.558	1.601	n	-1769172	-5.85	00000100	-317091	12	31.2	1290	8649	11.39
1397773536.621	1.622	n	-1770744	-5.93	00000100	-315516	12	31.2	1290	8649	11.40
1397773536.683	1.639	n	-1773172	-5.80	00000000	-312469	12	31.3	1290	8650	11.42
1397773536.746	1.659	n	-1773770	-6.20	00000100	-310975	12	31.4	1290	8650	11.42
1397773536.808	1.680	n	-1777172	-5.91	00000100	-310005	12	31.2	1290	8650	11.44
1397773536.933	1.714	n	-1780752	-6.35	00000100	-307463	12	31.1	1290	8650	11.47
1397773536.996	1.730	n	-1782426	-5.63	00000000	-306401	12	31.1	1290	8650	11.48
1397773537.058	1.750	n	-1783762	-6.15	00000000	-307917	12	31.3	1290	8650	11.49
1397773537.121	1.767	n	-1786603	-5.92	00000100	-311777	12	31.4	1290	8650	11.51
1397773537.183	1.781	n	-1787504	-5.85	00000100	-310887	12	31.4	1290	8650	11.51
1397773537.246	1.794	n	-1789754	-6.11	00000100	-311118	12	31.3	1290	8650	11.53
1397773537.308	1.810	n	-1791592	-5.96	00000100	-309635	12	31.4	1290	8650	11.54
1397773537.371	1.826	n	-1793741	-6.28	00000000	-308837	12	31.1	1290	8650	11.56
1397773537.433	1.839	n	-1795839	-5.96	00000000	-304614	12	31.4	1290	8650	11.57
1397773537.496	1.852	n	-1798175	-5.56	00000100	-308708	12	31.4	1290	8650	11.59
1397773537.558	1.868	n	-1799172	-5.89	00000100	-305739	12	31.4	1290	8650	11.59
1397773537.621	1.878	n	-1801172	-5.97	00000000	-308936	12	31.3	1290	8650	11.61
1397773537.683	1.893	n	-1803187	-5.94	00000100	-309393	12	31.2	1290	8650	11.62
1397773537.746	1.908	n	-1805753	-6.17	00000100	-312968	12	31.2	1290	8650	11.64
1397773537.808	1.920	n	-1807172	-5.05	00000100	-317311	12	31.4	1290	8650	11.65
1397773537.871	1.933	n	-1809754	-5.45	00000100	-318878	12	31.2	1290	8651	11.66
1397773537.933	1.949	n	-1811269	-5.12	00000100	-317574	12	31.2	1290	8651	11.67
1397773537.996	1.959	n	-1813172	-5.12	00000100	-315465	12	31.3	1290	8651	11.69
1397773538.058	1.972	y	-1816255	-5.44	00000100	-317468	12	31.3	1290	8651	11.71
1397773538.183	2.001	n	-1819759	-5.93	00000100	-322518	12	31.3	1290	8651	11.73
1397773538.246	2.012	n	-1821172	-4.88	00000100	-322705	12	31.2	1290	8651	11.74
1397773538.308	2.029	n	-1823172	-4.82	00000100	-323639	12	31.3	1290	8651	11.76
1397773538.371	2.044	n	-1825172	-5.06	00000100	-326737	12	31.4	1290	8651	11.77
1397773538.433	2.053	n	-1827172	-4.99	00000100	-328982	12	31.3	1290	8651	11.78
1397773538.496	2.068	n	-1829172	-5.58	00000100	-330571	12	31.5	1290	8651	11.80
1397773538.558	2.080	n	-1831739	-5.25	00000100	-328451	12	31.2	1290	8651	11.81
1397773538.621	2.093	n	-1833733	-5.35	00000100	-326012	12	31.2	1290	8651	11.83
1397773538.683	2.107	n	-1835726	-5.40	00000100	-328092	12	31.3	1290	8651	11.84
1397773538.746	2.119	n	-1837752	-5.16	00000100	-329103	12	31.2	1290	8651	11.85
1397773538.808	2.136	n	-1839172	-4.54	00000100	-327968	12	31.2	1290	8651	11.86
1397773538.871	2.148	n	-1841172	-5.03	00000100	-330571	12	31.5	1290	8651	11.88
1397773538.933	2.161	n	-1843172	-4.92	00000100	-330659	12	31.3	1290	8651	11.89
1397773538.996	2.176	n	-1845578	-5.05	00000100	-331022	12	31.3	1290	8651	11.91
1397773539.058	2.188	n	-1847758	-5.23	00000100	-334135	12	31.2	1290	8651	11.92
1397773539.121	2.206	n	-1850774	-5.32	00000100	-336072	12	31.2	1290	8651	11.94
1397773539.183	2.215	n	-1851611	-4.94	00000100	-333556	12	31.4	1290	8651	11.95
1397773539.246	2.226	n	-1854746	-4.81	00000100	-334479	12	31.4	1290	8651	11.97
1397773539.308	2.237	n	-1856435	-5.31	00000100	-333622	12	31.6	1290	8652	11.98
1397773539.371	2.246	n	-1859172	-4.53	00000100	-330956	12	31.5	1290	8652	12.00
1397773539.433	2.261	n	-1859599	-5.13	00000100	-333955	12	31.5	1290	8652	12.00
1397773539.496	2.273	n	-1863172	-5.16	00000100	-335284	12	31.4	1290	8652	12.03
1397773539.558	2.278	n	-1865172	-4.92	00000100	-336903	12	31.4	1290	8652	12.04
1397773539.621	2.290	n	-1867172	-4.67	00000100	-342733	12	31.6	1290	8652	12.05
1397773539.683	2.298	n	-1869172	-5.43	00000100	-343433	12	31.4	1290	8652	12.07
1397773539.746	2.309	n	-1871727	-4.66	00000100	-343297	12	31.4	1290	8652	12.08
1397773539.808	2.319	n	-1873422	-4.65	00000100	-341708	12	31.3	1290	8652	12.10
1397773539.871	2.327	n	-1875423	-3.51	00000100	-341635	12	31.5	1290	8652	12.11
1397773539.933	2.333	n	-1878007	-4.40	00000100	-343700	12	31.6	1290	8652	12.13
1397773539.996	2.342	n	-1879763	-4.62	00000100	-342103	12	31.4	1290	8652	12.14
1397773540.058	2.351	n	-1881271	-4.54	00000100	-342620	12	31.3	1290	8652	12.15
1397773540.121	2.355	n	-1883172	-4.24	00000100	-345538	12	31.4	1290	8652	12.16
1397773540.183	2.365	n	-1885734	-4.75	00000100	-345945	12	31.4	1290	8652	12.18
1397773540.246	2.373	n	-1888738	-4.31	00000100	-348267	12	31.4	1290	8652	12.20
1397773540.308	2.382	n	-1891172	-4.24	00000100	-344363	12	31.4	1290	8652	12.22
1397773540.371	2.389	n	-1892770	-4.74	00000100	-344949	12	31.6	1290	8652	12.23
1397773540.433	2.395	n	-1895172	-4.70	00000100	-345059	12	31.6	1290	8652	12.24
1397773540.496	2.398	n	-1897172	-4.43	00000100	-343425	12	31.7	1290	8652	12.26
1397773540.558	2.406	n	-1899172	-5.16	00000100	-344696	12	31.4	1290	8652	12.27
1397773540.621	2.411	n	-1901172	-4.88	00000100	-344813	12	31.3	1290	8652	12.28
1397773540.683	2.417	n	-1903423	-4.13	00000100	-343766	12	31.4	1290	8652	12.30
1397773540.746	2.425	n	-1905750	-4.17	00000100	-344161	12	31.4	1290	8652	12.31
1397773540.808	2.432	n	-1907763	-4.67	00000100	-345813	12	31.4	1290	8652	12.33
1397773540.871	2.440	n	-1909735	-4.67	00000100	-344366	12	31.4	1290	8653	12.34
1397773540.933	2.449	n	-1911600	-4.77	00000100	-340602	12	31.3	1290	8653	12.35
1397773540.996	2.454	n	-1914727	-5.15	00000100	-340565	12	31.5	1290	8653	12.38
1397773541.058	2.462	n	-1915743	-5.05	00000100	-338148	12	31.6	1290	8653	12.38
1397773541.121	2.469	n	-1918769	-4.79	00000100	-337877	12	31.4	1290	8653	12.40
1397773541.183	2.477	n	-1920767	-4.53	00000100	-333721	12	31.4	1290	8653	12.42
1397773541.246	2.480	n	-1923172	-4.66	00000100	-334937	12	31.4	1290	8653	12.43
1397773541.308	2.481	n	-1924578	-4.90	00000100	-333585	12	31.3	1290	8653	12.44
1397773541.371	2.491	n	-1926760	-5.20	00000100	-332109	12	31.5	1290	8653	12.46
1397773541.433	2.499	n	-1927578	-5.34	00000100	-330520	12	31.3	1290	8653	12.46
1397773541.496	2.506	n	-1931172	-5.40	00000100	-330626	12	31.4	1290	8653	12.49
1397773541.558	2.514	n	-1933172	-4.63	00000100	-327689	12	31.3	1290	8653	12.50
1397773541.621	2.522	n	-1935172	-5.20	00000100	-324459	12	31.5	1290	8653	12.51
1397773541.683	2.532	n	-1937172	-5.31	00000100	-323840	12	31.4	1290	8653	12.53
1397773541.746	2.538	n	-1939172	-5.56	00000100	-320435	12	31.1	1290	8653	12.54
1397773541.808	2.548	n	-1941251	-5.37	00000100	-322104	12	31.3	1290	8653	12.56
1397773541.933	2.566	n	-1945608	-5.44	00000100	-324313	12	31.1	1290	8653	12.59
1397773541.996	2.577	n	-1947172	-5.46	00000100	-322822	12	31.3	1290	8653	12.60
1397773542.058	2.585	n	-1949574	-5.76	00000100	-323049	12	31.3	1290	8653	12.61
1397773542.121	2.591	n	-1951172	-5.49	00000100	-319113	12	31.5	1290	8653	12.62
1397773542.183	2.601	n	-1953172	-5.91	00000100	-317073	12	31.2	1290	8653	12.64
