Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:40
Using Version: 1.11
Device: WM
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Encoder Counts	Current (A)	Status	Velocity(c/s)	Temperature (C)	Voltage	Time Counts	Discharge Counts	Rope On Drum(m)
1397773809.487	9.816	n	-3284920	-0.02	00000000	66248	12	32.3	1292	8717	22.00
1397773809.549	9.810	n	-3284483	-0.01	00000000	80479	12	32.5	1292	8717	22.00
1397773809.612	9.808	n	-3284003	-0.01	00000000	62714	12	32.5	1292	8717	22.00
1397773809.674	9.803	n	-3283517	0.02	00000000	66823	12	32.3	1292	8717	21.99
1397773809.737	9.793	n	-3283174	-0.02	00000000	72583	12	32.5	1292	8717	21.99
1397773809.799	9.790	n	-3282746	-0.01	00000000	75542	12	32.3	1292	8717	21.99
1397773809.862	9.785	n	-3282250	-0.01	00000000	82756	12	32.2	1292	8973	21.99
1397773809.924	9.777	n	-3281763	0.00	00000000	76685	12	32.3	1292	8717	21.98
1397773809.987	9.772	n	-3281174	-0.01	00000000	92194	12	32.3	1292	8717	21.98
1397773810.049	9.767	n	-3280698	-0.01	00000000	85258	12	32.3	1292	8717	21.97
1397773810.112	9.758	n	-3280158	-0.03	00000000	82233	12	32.4	1292	8717	21.97
1397773810.174	9.753	n	-3279697	-0.03	00000000	70715	12	32.4	1292	8717	21.97
1397773810.237	9.750	n	-3279174	-0.01	00000000	80079	12	32.5	1292	8717	21.96
1397773810.299	9.745	n	-3278760	0.01	00000000	70668	12	32.6	1292	8717	21.96
1397773810.362	9.741	n	-3278292	-0.01	00000000	77347	12	32.5	1292	8717	21.96
1397773810.424	9.735	n	-3277880	0.01	00000000	50493	12	32.6	1292	8717	21.95
1397773810.487	9.730	n	-3277549	0.01	00000000	61952	12	32.3	1292	8717	21.95
1397773810.549	9.726	n	-3277165	0.00	00000000	58070	12	32.3	1292	8717	21.95
1397773810.612	9.721	n	-3276797	-0.03	00000000	66064	12	32.2	1292	8717	21.95
1397773810.674	9.716	n	-3276333	-0.01	00000000	82712	12	32.3	1292	8717	21.94
1397773810.737	9.711	n	-3275873	-0.01	00000000	63937	12	32.3	1292	8717	21.94
1397773810.799	9.704	n	-3275174	-0.05	00000000	81273	12	32.5	1292	8717	21.93
1397773810.862	9.698	n	-3274939	0.01	00000000	77307	12	32.6	1292	8717	21.93
1397773810.924	9.695	n	-3274451	-0.04	00000000	87495	12	32.5	1292	8717	21.93
1397773810.987	9.688	n	-3273905	0.01	00000000	82555	12	32.6	1292	8717	21.92
1397773811.049	9.683	n	-3273174	-0.02	00000000	97002	12	32.5	1292	8717	21.92
1397773811.112	9.678	n	-3272769	-0.01	00000000	87583	12	32.5	1292	8717	21.92
1397773811.174	9.670	n	-3272195	-0.01	00000000	91901	12	32.5	1292	8717	21.91
1397773811.237	9.669	n	-3271672	0.02	00000000	80856	12	32.6	1292	8717	21.91
1397773811.299	9.660	n	-3271120	0.00	00000000	88217	12	32.2	1292	8717	21.90
1397773811.362	9.653	n	-3270587	0.03	00000000	89744	12	32.3	1292	8717	21.90
1397773811.424	9.646	n	-3270019	-0.03	00000000	87524	12	32.4	1292	8717	21.90
1397773811.487	9.642	n	-3269174	0.03	00000000	89993	12	32.3	1292	8717	21.89
1397773811.549	9.636	y	-3268915	0.00	00000000	92461	12	32.3	1292	8717	21.89
1397773811.674	9.625	n	-3267722	0.02	00000000	97017	12	32.6	1292	8717	21.88
1397773811.737	9.616	n	-3267057	-0.02	00000000	110940	12	32.4	1292	8717	21.88
1397773811.799	9.609	n	-3266378	-0.01	00000000	111896	12	32.4	1292	8717	21.87
1397773811.862	9.602	n	-3265174	0.07	00000000	111508	12	32.5	1292	8717	21.86
1397773811.924	9.600	n	-3264983	-0.04	00000000	120414	12	32.3	1292	8717	21.86
1397773811.987	9.594	n	-3264260	-0.02	00000000	115704	12	32.6	1292	8717	21.85
1397773812.049	9.589	n	-3263174	-0.05	00000000	125640	12	32.6	1292	8717	21.85
1397773812.112	9.585	n	-3262718	-0.01	00000000	127786	12	32.6	1292	8717	21.84
1397773812.174	9.578	n	-3261937	-0.06	00000000	118132	12	32.4	1292	8717	21.84
1397773812.237	9.573	n	-3261126	-0.03	00000000	143529	12	32.5	1292	8717	21.83
1397773812.299	9.569	n	-3260253	0.00	00000000	128199	12	32.5	1292	8717	21.83
1397773812.362	9.561	n	-3259174	0.00	00000000	129276	12	32.3	1292	8717	21.82
1397773812.424	9.555	n	-3258668	-0.01	00000000	137875	12	32.5	1292	8717	21.81
1397773812.487	9.553	n	-3257885	-0.02	00000000	103938	12	32.3	1292	8717	21.81
1397773812.549	9.547	n	-3257169	-0.10	00000000	134282	12	32.4	1292	8717	21.80
1397773812.612	9.545	n	-3256319	-0.01	00000000	130613	12	32.5	1292	8717	21.80
1397773812.674	9.537	n	-3255174	-0.05	00000000	113701	12	32.4	1292	8717	21.79
1397773812.737	9.526	n	-3254787	-0.03	00000000	139918	12	32.5	1292	8717	21.79
1397773812.799	9.523	n	-3253948	-0.05	00000000	111724	12	32.3	1292	8717	21.78
1397773812.862	9.514	n	-3253174	-0.03	00000000	134330	12	32.5	1292	8717	21.77
1397773812.924	9.512	n	-3252381	-0.01	00000000	133667	12	32.6	1292	8717	21.77
1397773812.987	9.506	n	-3251174	0.00	00000000	108333	12	32.4	1292	8717	21.76
1397773813.049	9.502	n	-3250892	0.02	00000000	126379	12	32.3	1292	8717	21.76
1397773813.112	9.494	n	-3250097	-0.01	00000000	119216	12	32.6	1292	8717	21.75
1397773813.174	9.490	n	-3249174	-0.02	00000000	124080	12	32.4	1292	8717	21.75
1397773813.237	9.484	n	-3248574	-0.04	00000000	133704	12	32.3	1292	8717	21.74
1397773813.299	9.480	n	-3247174	-0.01	00000000	116294	12	32.3	1292	8717	21.73
1397773813.362	9.478	n	-3246994	-0.04	00000000	132836	12	32.3	1292	8717	21.73
1397773813.424	9.471	n	-3246167	-0.04	00000000	124933	12	32.4	1292	8717	21.72
1397773813.487	9.469	n	-3245174	-0.02	00000000	117781	12	32.3	1292	8717	21.72
1397773813.549	9.464	n	-3244686	-0.03	00000000	122747	12	32.6	1292	8717	21.71
1397773813.612	9.464	n	-3243958	0.03	00000000	99166	12	32.6	1292	8717	21.71
1397773813.674	9.460	n	-3243174	-0.02	00000000	112687	12	32.6	1292	8717	21.70
1397773813.737	9.460	n	-3242617	-0.02	00000000	109219	12	32.3	1292	8717	21.70
1397773813.800	9.456	n	-3241973	-0.03	00000000	97170	12	32.3	1292	8717	21.69
1397773813.862	9.456	n	-3241174	-0.02	00000000	117664	12	32.4	1292	8717	21.69
1397773813.924	9.452	n	-3240610	0.00	00000000	106981	12	32.6	1292	8717	21.68
1397773813.987	9.447	n	-3239980	0.01	00000000	94248	12	32.6	1292	8717	21.68
1397773814.049	9.446	n	-3239174	-0.02	00000000	115964	12	32.4	1292	8717	21.67
1397773814.112	9.441	n	-3238674	-0.02	00000000	96160	12	32.4	1292	8717	21.67
1397773814.174	9.439	n	-3238087	-0.06	00000000	90044	12	32.6	1292	8717	21.67
1397773814.237	9.438	n	-3237174	-0.07	00000000	96654	12	32.6	1292	8717	21.66
1397773814.299	9.432	n	-3236936	0.01	00000000	82042	12	32.4	1292	8717	21.66
1397773814.362	9.430	n	-3236411	-0.04	00000000	95900	12	32.5	1292	8717	21.65
1397773814.424	9.425	n	-3235819	-0.02	00000000	85386	12	32.3	1292	8717	21.65
1397773814.487	9.425	n	-3235174	0.01	00000000	88484	12	32.3	1292	8717	21.64
1397773814.549	9.419	n	-3234732	-0.02	00000000	86525	12	32.3	1292	8717	21.64
1397773814.612	9.416	n	-3234158	-0.01	00000000	92802	12	32.5	1292	8717	21.64
1397773814.674	9.414	n	-3233174	0.02	00000000	92355	12	32.5	1292	8717	21.63
1397773814.737	9.408	n	-3233012	-0.03	00000000	93761	12	32.6	1292	8717	21.63
1397773814.800	9.404	n	-3232448	-0.04	00000000	94552	12	32.3	1292	8717	21.62
1397773814.862	9.400	n	-3231879	0.01	00000000	85199	12	32.6	1292	8717	21.62
1397773814.924	9.398	n	-3231174	-0.02	00000000	95885	12	32.3	1292	8717	21.62
1397773814.987	9.393	n	-3230773	-0.02	00000000	85631	12	32.5	1292	8717	21.61
1397773815.049	9.392	n	-3230201	0.02	00000000	96178	12	32.3	1292	8717	21.61
1397773815.112	9.391	n	-3229644	-0.02	00000000	86873	12	32.3	1292	8717	21.60
1397773815.174	9.388	n	-3229069	-0.02	00000000	93318	12	32.3	1292	8717	21.60
1397773815.237	9.383	n	-3228491	-0.06	00000000	92812	12	32.4	1292	8717	21.60
1397773815.299	9.379	n	-3227909	-0.02	00000000	86543	12	32.5	1292	8717	21.59
1397773815.362	9.377	n	-3227174	-0.01	00000000	99576	12	32.5	1292	8717	21.59
1397773815.424	9.376	n	-3226734	0.00	00000000	88740	12	32.6	1292	8717	21.58
1397773815.487	9.373	n	-3226164	-0.01	00000000	89982	12	32.5	1292	8717	21.58
1397773815.549	9.372	n	-3225663	-0.02	00000000	79713	12	32.3	1292	8717	21.58
1397773815.612	9.367	n	-3225132	-0.05	00000000	84866	12	32.4	1292	8717	21.57
1397773815.674	9.362	n	-3224615	-0.04	00000000	84163	12	32.4	1292	8717	21.57
1397773815.737	9.360	n	-3224053	0.01	00000000	85660	12	32.4	1292	8717	21.56
1397773815.800	9.359	n	-3223174	-0.01	00000000	90062	12	32.3	1292	8717	21.56
1397773815.862	9.353	n	-3222957	0.01	00000000	92410	12	32.6	1292	8717	21.56
1397773815.924	9.349	n	-3222370	-0.04	00000000	102133	12	32.4	1292	8717	21.55
1397773815.987	9.345	n	-3221740	-0.02	00000000	103835	12	32.5	1292	8717	21.55
1397773816.049	9.340	n	-3221032	-0.03	00000000	116774	12	32.6	1292	8717	21.54
1397773816.112	9.338	n	-3220321	-0.01	00000000	112310	12	32.5	1292	8717	21.54
1397773816.174	9.337	n	-3219174	-0.01	00000000	110178	12	32.5	1292	8717	21.53
1397773816.237	9.331	n	-3218902	0.00	00000000	116506	12	32.4	1292	8717	21.53
1397773816.299	9.330	n	-3218217	0.01	00000000	102341	12	32.4	1292	8717	21.52
1397773816.362	9.329	n	-3217174	-0.02	00000000	105311	12	32.2	1292	8717	21.51
1397773816.424	9.324	n	-3216948	-0.03	00000000	102030	12	32.5	1292	8717	21.51
1397773816.487	9.321	n	-3216330	-0.01	00000000	102466	12	32.6	1292	8717	21.51
1397773816.549	9.315	y	-3215174	-0.01	00000000	109442	12	32.5	1292	8717	21.50
1397773816.674	9.310	n	-3214365	-0.01	00000000	109340	12	32.5	1292	8717	21.49
1397773816.737	9.304	n	-3213174	-0.06	00000000	117426	12	32.4	1292	8717	21.48
1397773816.799	9.301	n	-3212909	-0.01	00000000	121443	12	32.2	1292	8717	21.48
1397773816.862	9.300	n	-3212170	0.00	00000000	108739	12	32.5	1292	8717	21.48
1397773816.924	9.295	n	-3211174	-0.04	00000000	121758	12	32.4	1292	8717	21.47
1397773816.987	9.291	n	-3210708	0.01	00000000	118542	12	32.2	1292	8717	21.47
1397773817.049	9.287	n	-3210004	-0.04	00000000	103748	12	32.3	1292	8717	21.46
1397773817.112	9.285	n	-3209174	-0.01	00000000	124449	12	32.5	1292	8717	21.46
1397773817.174	9.283	n	-3208552	-0.01	00000000	117594	12	32.2	1292	8717	21.45
1397773817.237	9.279	n	-3207863	-0.01	00000000	103334	12	32.4	1292	8717	21.45
1397773817.299	9.277	n	-3207120	-0.03	00000000	134169	12	32.5	1292	8717	21.44
1397773817.362	9.276	n	-3206324	0.00	00000000	116664	12	32.5	1292	8717	21.44
1397773817.424	9.273	n	-3205174	-0.02	00000000	108420	12	32.6	1292	8717	21.43
1397773817.487	9.271	n	-3204896	0.00	00000000	127852	12	32.4	1292	8717	21.42
1397773817.549	9.268	n	-3204164	-0.01	00000000	103030	12	32.5	1292	8717	21.42
1397773817.612	9.265	n	-3203174	-0.01	00000000	121472	12	32.3	1292	8717	21.41
1397773817.674	9.260	n	-3202706	-0.01	00000000	124827	12	32.2	1292	8717	21.41
1397773817.737	9.258	n	-3201980	0.00	00000000	105798	12	32.4	1292	8717	21.40
1397773817.799	9.256	n	-3201174	-0.02	00000000	140281	12	32.5	1292	8717	21.40
1397773817.862	9.253	n	-3200391	0.01	00000000	121373	12	32.3	1292	8717	21.39
1397773817.924	9.244	n	-3199174	0.01	00000000	104110	12	32.6	1292	8718	21.38
1397773817.987	9.244	n	-3198944	0.01	00000000	130953	12	32.6	1292	8718	21.38
1397773818.049	9.243	n	-3198201	-0.01	00000000	99789	12	32.2	1292	8718	21.38
1397773818.112	9.239	n	-3197174	-0.01	00000000	98262	12	32.4	1292	8718	21.37
1397773818.174	9.235	n	-3196938	0.01	00000000	111178	12	32.6	1292	8718	21.37
1397773818.237	9.234	n	-3196305	-0.01	00000000	95695	12	32.3	1292	8974	21.36
1397773818.299	9.232	n	-3195174	-0.02	00000000	102480	12	32.3	1292	8974	21.35
1397773818.362	9.226	n	-3195021	0.01	00000000	111196	12	32.5	1292	8718	21.35
1397773818.424	9.224	n	-3194385	-0.03	00000000	98939	12	32.6	1292	8718	21.35
1397773818.487	9.219	n	-3193770	-0.02	00000000	104279	12	32.3	1292	8718	21.34
1397773818.549	9.216	n	-3193062	-0.03	00000000	113672	12	32.6	1292	8718	21.34
1397773818.612	9.212	n	-3192422	0.00	00000000	98892	12	32.3	1292	8718	21.33
1397773818.674	9.207	n	-3191822	-0.01	00000000	93204	12	32.4	1292	8718	21.33
1397773818.737	9.205	n	-3191174	0.01	00000000	100664	12	32.5	1292	8718	21.33
1397773818.799	9.202	n	-3190633	0.04	00000000	92578	12	32.5	1292	8718	21.32
1397773818.862	9.200	n	-3190047	0.00	00000000	94669	12	32.5	1292	8718	21.32
1397773818.924	9.197	n	-3189174	0.00	00000000	97365	12	32.3	1292	8718	21.31
1397773818.987	9.191	n	-3188887	-0.01	00000000	89304	12	32.5	1292	8718	21.31
1397773819.049	9.188	n	-3188318	-0.01	00000000	98280	12	32.3	1292	8718	21.30
1397773819.112	9.185	n	-3187730	-0.01	00000000	90040	12	32.5	1292	8718	21.30
1397773819.174	9.179	n	-3187139	-0.02	00000000	92706	12	32.5	1292	8718	21.30
1397773819.237	9.177	n	-3186579	-0.02	00000000	89908	12	32.6	1292	8718	21.29
1397773819.299	9.167	n	-3186011	-0.03	00000000	79307	12	32.6	1292	8718	21.29
1397773819.362	9.162	n	-3185529	-0.01	00000000	81870	12	32.2	1292	8718	21.28
1397773819.424	9.160	n	-3185013	0.01	00000000	78754	12	32.6	1292	8718	21.28
1397773819.487	9.156	n	-3184543	0.04	00000000	79464	12	32.4	1292	8718	21.28
1397773819.549	9.153	n	-3184041	0.04	00000000	70210	12	32.3	1292	8718	21.27
1397773819.612	9.155	n	-3183640	-0.02	00000000	63622	12	32.3	1292	8718	21.27
1397773819.674	9.149	n	-3183174	0.00	00000000	66482	12	32.5	1292	8718	21.27
1397773819.737	9.143	n	-3182831	-0.02	00000000	62505	12	32.3	1292	8718	21.27
1397773819.799	9.143	n	-3182406	-0.01	00000000	74099	12	32.4	1292	8718	21.26
1397773819.862	9.141	n	-3181990	-0.02	00000000	57191	12	32.6	1292	8718	21.26
1397773819.924	9.134	n	-3181616	-0.02	00000000	66024	12	32.6	1292	8718	21.26
1397773819.987	9.130	n	-3181174	-0.01	00000000	64508	12	32.3	1292	8718	21.25
1397773820.049	9.130	n	-3180809	-0.01	00000000	60571	12	32.6	1292	8718	21.25
1397773820.112	9.124	n	-3180396	-0.01	00000000	68562	12	32.3	1292	8718	21.25
1397773820.174	9.121	n	-3180016	0.00	00000000	48380	12	32.5	1292	8718	21.24
1397773820.237	9.116	n	-3179521	-0.01	00000000	48739	12	32.5	1292	8718	21.24
1397773820.299	9.114	n	-3179406	0.00	00000000	56243	12	32.5	1292	8718	21.24
1397773820.362	9.108	n	-3179077	-0.03	00000000	50171	12	32.4	1292	8718	21.24
1397773820.424	9.101	n	-3178735	-0.02	00000000	60143	12	32.6	1292	8718	21.24
1397773820.487	9.097	n	-3178350	-0.03	00000000	57576	12	32.5	1292	8718	21.23
1397773820.549	9.095	n	-3178042	0.01	00000000	40111	12	32.5	1292	8718	21.23
1397773820.612	9.089	n	-3177801	-0.01	00000000	37061	12	32.6	1292	8718	21.23
1397773820.674	9.083	n	-3177574	-0.04	00000000	36636	12	32.3	1292	8718	21.23
1397773820.737	9.081	n	-3177174	-0.02	00000000	39514	12	32.3	1292	8718	21.22
1397773820.799	9.076	n	-3177080	-0.02	00000000	45135	12	32.4	1292	8718	21.22
1397773820.862	9.069	n	-3176789	-0.02	00000000	46509	12	32.4	1292	8718	21.22
1397773820.924	9.064	n	-3176486	-0.04	00000000	53855	12	32.5	1292	8718	21.22
1397773820.987	9.057	n	-3176153	-0.01	00000000	42191	12	32.4	1292	8718	21.22
1397773821.049	9.051	n	-3175910	-0.04	00000000	36639	12	32.6	1292	8718	21.22
1397773821.112	9.046	n	-3175687	-0.02	00000000	35603	12	32.6	1292	8718	21.21
1397773821.174	9.043	n	-3175476	-0.04	00000000	32904	12	32.6	1292	8718	21.21
1397773821.237	9.036	n	-3175174	-0.02	00000000	37961	12	32.4	1292	8718	21.21
1397773821.299	9.029	n	-3175007	-0.03	00000000	42850	12	32.3	1292	8718	21.21
1397773821.362	9.018	n	-3174740	-0.01	00000000	42158	12	32.3	1292	8718	21.21
1397773821.424	9.014	n	-3174458	-0.02	00000000	49834	12	32.3	1292	8718	21.20
1397773821.487	9.011	n	-3174168	-0.01	00000000	37493	12	32.5	1292	8718	21.20
1397773821.549	9.002	n	-3173942	-0.04	00000000	34827	12	32.5	1292	8718	21.20
1397773821.612	8.996	y	-3173722	-0.02	00000000	36775	12	32.3	1292	8718	21.20
1397773821.737	8.979	n	-3173174	-0.02	00000000	46666	12	32.4	1292	8718	21.20
1397773821.799	8.977	n	-3172936	-0.01	00000000	44813	12	32.5	1292	8718	21.19
1397773821.862	8.968	n	-3172653	-0.04	00000000	48168	12	32.4	1292	8718	21.19
1397773821.924	8.961	n	-3172345	0.01	00000000	46223	12	32.4	1292	8718	21.19
1397773821.987	8.955	n	-3172012	-0.04	00000000	35874	12	32.4	1292	8718	21.19
1397773822.049	8.949	n	-3171860	0.01	00000000	38401	12	32.3	1292	8718	21.19
1397773822.112	8.939	n	-3171508	-0.02	00000000	37159	12	32.4	1293	8718	21.18
1397773822.174	8.933	n	-3171174	-0.01	00000000	47490	12	32.3	1292	8718	21.18
1397773822.237	8.926	n	-3171076	-0.01	00000000	48058	12	32.4	1292	8718	21.18
1397773822.299	8.919	n	-3170766	-0.02	00000000	53998	12	32.4	1292	8718	21.18
1397773822.362	8.913	n	-3170405	-0.04	00000000	57664	12	32.4	1292	8718	21.18
1397773822.424	8.905	n	-3170020	0.00	00000000	46110	12	32.6	1292	8718	21.17
1397773822.487	8.895	n	-3169786	-0.01	00000000	49622	12	32.7	1292	8718	21.17
1397773822.549	8.886	n	-3169467	0.02	00000000	52606	12	32.3	1292	8718	21.17
1397773822.612	8.875	n	-3169151	0.00	00000000	47545	12	32.3	1292	8718	21.17
1397773822.674	8.868	n	-3168813	-0.01	00000000	62391	12	32.4	1292	8718	21.16
1397773822.737	8.860	n	-3168402	-0.03	00000000	68793	12	32.4	1292	8718	21.16
1397773822.799	8.853	n	-3168003	-0.04	00000000	57023	12	32.6	1292	8718	21.16
1397773822.862	8.842	n	-3167637	-0.06	00000000	72202	12	32.6	1292	8718	21.16
1397773822.924	8.838	n	-3167167	0.01	00000000	72147	12	32.4	1292	8974	21.15
1397773822.987	8.829	n	-3166732	-0.02	00000000	70803	12	32.6	1292	8718	21.15
1397773823.049	8.823	n	-3166242	0.01	00000000	80944	12	32.6	1292	8718	21.15
1397773823.112	8.814	n	-3165830	-0.03	00000000	54397	12	32.4	1292	8718	21.14
1397773823.174	8.804	n	-3165174	-0.01	00000000	71770	12	32.3	1292	8718	21.14
1397773823.237	8.799	n	-3165007	-0.03	00000000	68423	12	32.2	1292	8718	21.14
1397773823.299	8.793	n	-3164573	-0.05	00000000	84152	12	32.6	1292	8718	21.13
1397773823.362	8.786	n	-3164044	0.03	00000000	75527	12	32.4	1292	8718	21.13
1397773823.424	8.780	n	-3163605	0.02	00000000	74227	12	32.5	1292	8718	21.13
1397773823.487	8.771	n	-3163110	-0.04	00000000	84525	12	32.6	1292	8718	21.12
1397773823.549	8.761	n	-3162583	-0.01	00000000	92688	12	32.4	1292	8718	21.12
1397773823.612	8.753	n	-3161997	-0.02	00000000	92542	12	32.5	1292	8718	21.11
1397773823.674	8.747	n	-3161174	-0.01	00000000	109329	12	32.4	1292	8718	21.11
1397773823.737	8.740	n	-3160712	-0.02	00000000	106201	12	32.6	1292	8718	21.11
1397773823.799	8.734	n	-3160048	-0.02	00000000	100356	12	32.3	1292	8718	21.10
1397773823.862	8.724	n	-3159174	0.00	00000000	114741	12	32.4	1292	8718	21.09
1397773823.924	8.718	n	-3158703	-0.03	00000000	104919	12	32.4	1292	8718	21.09
1397773823.987	8.707	n	-3158067	0.09	00000000	96394	12	32.3	1292	8718	21.09
1397773824.049	8.699	n	-3157174	-0.03	00000000	103246	12	32.3	1292	8718	21.08
1397773824.112	8.695	n	-3156839	0.00	00000000	93710	12	32.5	1292	8718	21.08
1397773824.174	8.690	n	-3156239	0.00	00000000	103766	12	32.4	1292	8718	21.07
1397773824.237	8.684	n	-3155174	-0.01	00000000	104615	12	32.4	1292	8718	21.07
1397773824.299	8.677	n	-3154932	-0.01	00000000	108710	12	32.5	1292	8718	21.06
1397773824.362	8.668	n	-3154256	0.03	00000000	111830	12	32.4	1292	8718	21.06
1397773824.424	8.664	n	-3153174	-0.03	00000000	120985	12	32.5	1292	8718	21.05
1397773824.487	8.659	n	-3152773	-0.02	00000000	123007	12	32.6	1292	8718	21.05
1397773824.549	8.654	n	-3152023	0.02	00000000	112478	12	32.3	1292	8718	21.04
1397773824.612	8.649	n	-3151174	-0.04	00000000	131942	12	32.2	1292	8974	21.04
1397773824.674	8.642	n	-3150490	-0.05	00000000	123633	12	32.3	1292	8718	21.03
1397773824.737	8.636	n	-3149770	0.00	00000000	105652	12	32.3	1292	8718	21.03
1397773824.799	8.631	n	-3149039	-0.01	00000000	127061	12	32.5	1292	8718	21.02
1397773824.862	8.626	n	-3148270	-0.01	00000000	114313	12	32.3	1292	8718	21.02
1397773824.924	8.619	n	-3147174	-0.01	00000000	109838	12	32.5	1292	8718	21.01
1397773824.987	8.616	n	-3146854	-0.03	00000000	123508	12	32.6	1292	8718	21.01
1397773825.049	8.608	n	-3146134	0.03	00000000	100250	12	32.3	1292	8718	21.00
1397773825.112	8.604	n	-3145174	-0.04	00000000	110720	12	32.2	1292	8718	20.99
1397773825.174	8.603	n	-3144804	-0.01	00000000	109948	12	32.5	1292	8718	20.99
1397773825.237	8.601	n	-3144157	-0.01	00000000	95435	12	32.2	1292	8718	20.99
1397773825.299	8.597	n	-3143174	-0.06	00000000	110365	12	32.5	1292	8718	20.98
1397773825.362	8.593	n	-3142832	-0.04	00000000	105092	12	32.2	1292	8718	20.98
1397773825.424	8.588	n	-3142180	0.00	00000000	101646	12	32.4	1292	8718	20.97
1397773825.487	8.581	n	-3141174	-0.03	00000000	124471	12	32.6	1292	8718	20.96
1397773825.549	8.581	n	-3140753	0.00	00000000	111954	12	32.3	1292	8718	20.96
1397773825.612	8.579	n	-3140092	-0.01	00000000	96200	12	32.3	1292	8718	20.96
1397773825.674	8.579	n	-3139174	-0.04	00000000	111423	12	32.5	1292	8718	20.95
1397773825.737	8.577	n	-3138793	-0.01	00000000	92794	12	32.5	1292	8718	20.95
1397773825.799	8.573	n	-3138231	0.02	00000000	88674	12	32.3	1292	8718	20.94
1397773825.862	8.567	n	-3137705	-0.02	00000000	83562	12	32.3	1292	8718	20.94
1397773825.924	8.567	n	-3137171	-0.04	00000000	81570	12	32.5	1292	8718	20.94
1397773825.987	8.562	n	-3136683	-0.05	00000000	82277	12	32.3	1292	8718	20.93
1397773826.049	8.560	n	-3136107	0.01	00000000	96984	12	32.5	1292	8718	20.93
1397773826.112	8.556	n	-3135174	-0.03	00000000	88077	12	32.3	1292	8718	20.92
1397773826.174	8.556	n	-3134970	-0.02	00000000	97467	12	32.3	1293	8718	20.92
1397773826.237	8.553	n	-3134351	-0.03	00000000	103660	12	32.6	1292	8718	20.92
1397773826.299	8.548	n	-3133516	-0.02	00000000	95328	12	32.5	1292	8718	20.91
1397773826.362	8.547	n	-3133088	-0.01	00000000	113221	12	32.3	1292	8718	20.91
1397773826.424	8.543	n	-3132417	0.01	00000000	106919	12	32.2	1292	8718	20.90
1397773826.487	8.540	n	-3131787	0.00	00000000	96222	12	32.3	1292	8718	20.90
1397773826.549	8.539	n	-3131131	0.02	00000000	109944	12	32.3	1292	8718	20.89
1397773826.612	8.535	n	-3130481	-0.06	00000000	102590	12	32.5	1292	8718	20.89
1397773826.674	8.530	y	-3129174	-0.01	00000000	96061	12	32.5	1292	8718	20.88
1397773826.799	8.526	n	-3128568	-0.04	00000000	103645	12	32.5	1292	8718	20.87
1397773826.862	8.526	n	-3127908	-0.01	00000000	104297	12	32.6	1292	8718	20.87
1397773826.924	8.524	n	-3127174	0.01	00000000	122600	12	32.6	1292	8718	20.86
1397773826.987	8.520	n	-3126460	0.01	00000000	117960	12	32.5	1292	8718	20.86
1397773827.049	8.516	n	-3125174	-0.02	00000000	114437	12	32.3	1292	8718	20.85
1397773827.112	8.515	n	-3124943	0.00	00000000	134150	12	32.3	1292	8718	20.85
1397773827.174	8.513	n	-3124130	-0.01	00000000	123073	12	32.4	1292	8718	20.84
1397773827.237	8.508	n	-3123174	-0.02	00000000	142687	12	32.3	1292	8718	20.83
1397773827.299	8.507	n	-3122414	0.00	00000000	150249	12	32.4	1292	8718	20.83
1397773827.362	8.502	n	-3121174	0.00	00000000	138263	12	32.5	1292	8718	20.82
1397773827.424	8.502	n	-3120608	0.00	00000000	161001	12	32.5	1292	8718	20.82
1397773827.487	8.499	n	-3119174	-0.07	00000000	140735	12	32.3	1292	8718	20.81
1397773827.549	8.494	n	-3118724	-0.02	00000000	155746	12	32.3	1292	8718	20.80
1397773827.612	8.491	n	-3117174	0.00	00000000	141013	12	32.3	1292	8718	20.79
1397773827.674	8.486	n	-3116852	-0.02	00000000	156273	12	32.5	1292	8718	20.79
1397773827.737	8.483	n	-3115863	0.01	00000000	149117	12	32.6	1292	8719	20.78
1397773827.799	8.481	n	-3114933	-0.01	00000000	157720	12	32.4	1292	8718	20.78
1397773827.862	8.475	n	-3113174	0.01	00000000	160902	12	32.3	1292	8718	20.76
1397773827.924	8.475	n	-3112896	-0.03	00000000	161917	12	32.6	1292	8718	20.76
1397773827.987	8.471	n	-3111174	-0.02	00000000	160789	12	32.4	1292	8718	20.75
1397773828.049	8.468	n	-3110821	-0.03	00000000	174825	12	32.5	1292	8718	20.75
1397773828.112	8.465	n	-3109174	-0.03	00000000	166267	12	32.5	1292	8718	20.73
1397773828.174	8.463	n	-3108661	-0.02	00000000	183475	12	32.5	1292	8718	20.73
1397773828.237	8.459	n	-3107174	-0.01	00000000	192330	12	32.4	1292	8718	20.72
1397773828.299	8.454	n	-3106300	0.01	00000000	190283	12	32.6	1292	8718	20.71
1397773828.362	8.452	n	-3105142	-0.04	00000000	195326	12	32.6	1292	8718	20.70
1397773828.424	8.450	n	-3103174	-0.04	00000000	196582	12	32.4	1292	8718	20.69
1397773828.487	8.448	n	-3102675	-0.07	00000000	197908	12	32.3	1292	8718	20.69
1397773828.549	8.448	n	-3101174	-0.02	00000000	212443	12	32.3	1292	8718	20.68
