Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:39
Using Version: 1.11
Device: SBE
Start Date: 04/17/2014
Timestamp (s)	Suspect Timestamp	Pressure (dbar)	Velocity (m/s)
1397774107.908	n	1.007	0.152
1397774107.980	n	1.015	0.147
1397774108.034	n	1.019	0.138
1397774108.103	n	1.018	0.117
1397774108.159	n	1.024	0.116
1397774108.227	n	1.027	0.107
1397774108.284	n	1.028	0.096
1397774108.347	n	1.029	0.086
1397774108.409	n	1.036	0.090
1397774108.476	n	1.048	0.102
1397774108.543	n	1.054	0.101
1397774108.597	n	1.062	0.106
1397774108.668	n	1.072	0.111
1397774108.722	n	1.077	0.108
1397774108.791	n	1.088	0.115
1397774108.846	n	1.101	0.128
1397774108.917	n	1.111	0.131
1397774108.971	n	1.121	0.136
1397774109.042	n	1.132	0.139
1397774109.097	n	1.137	0.132
1397774109.164	n	1.145	0.132
1397774109.231	n	1.155	0.135
1397774109.284	n	1.162	0.132
1397774109.353	n	1.169	0.130
1397774109.417	n	1.175	0.125
1397774109.482	n	1.179	0.117
1397774109.535	n	1.185	0.116
1397774109.605	n	1.183	0.098
1397774109.659	n	1.185	0.090
1397774109.727	n	1.191	0.090
1397774109.784	n	1.194	0.084
1397774109.853	n	1.194	0.074
1397774109.909	n	1.192	0.060
1397774109.979	n	1.197	0.062
1397774110.034	n	1.202	0.064
1397774110.104	n	1.202	0.056
1397774110.159	n	1.206	0.056
1397774110.230	n	1.211	0.058
1397774110.284	n	1.216	0.060
1397774110.347	n	1.222	0.064
1397774110.409	n	1.229	0.070
1397774110.471	n	1.235	0.074
1397774110.543	n	1.238	0.070
1397774110.597	n	1.245	0.076
1397774110.669	n	1.252	0.080
1397774110.722	n	1.257	0.080
1397774110.792	n	1.266	0.088
1397774110.846	n	1.271	0.086
1397774110.915	n	1.275	0.084
1397774110.971	n	1.279	0.082
1397774111.040	n	1.287	0.088
1397774111.096	n	1.292	0.086
1397774111.164	n	1.300	0.092
1397774111.221	n	1.311	0.102
1397774111.290	n	1.319	0.106
1397774111.353	n	1.328	0.110
1397774111.410	n	1.334	0.108
1397774111.480	n	1.347	0.120
1397774111.535	n	1.358	0.126
1397774111.605	n	1.371	0.136
1397774111.660	n	1.380	0.136
1397774111.723	n	1.396	0.150
1397774111.785	n	1.406	0.152
1397774111.854	n	1.415	0.150
1397774111.910	n	1.428	0.158
1397774111.978	n	1.439	0.160
1397774112.034	n	1.454	0.170
1397774112.103	n	1.467	0.174
1397774112.159	n	1.481	0.180
1397774112.225	n	1.493	0.182
1397774112.292	n	1.508	0.189
1397774112.351	n	1.517	0.184
1397774112.412	n	1.535	0.196
1397774112.471	n	1.554	0.210
1397774112.539	n	1.570	0.216
1397774112.596	n	1.586	0.220
1397774112.667	n	1.600	0.219
1397774112.721	n	1.621	0.234
1397774112.791	n	1.639	0.239
1397774112.846	y	1.664	0.259
1397774112.909	n	1.689	0.277
1397774112.971	n	1.711	0.287
1397774113.038	n	1.730	0.289
1397774113.104	n	1.750	0.292
1397774113.159	n	1.769	0.295
1397774113.231	n	1.789	0.296
1397774113.285	n	1.811	0.303
1397774113.347	n	1.829	0.301
1397774113.409	n	1.846	0.297
1397774113.478	n	1.863	0.293
1397774113.534	n	1.884	0.300
1397774113.604	n	1.896	0.285
1397774113.659	n	1.911	0.280
1397774113.728	n	1.923	0.267
1397774113.784	n	1.936	0.260
1397774113.852	n	1.948	0.251
1397774113.909	n	1.966	0.256
1397774113.978	n	1.980	0.251
1397774114.034	n	1.993	0.246
1397774114.100	n	2.005	0.239
1397774114.168	n	2.019	0.237
1397774114.222	n	2.030	0.230
1397774114.287	n	2.044	0.230
1397774114.352	n	2.056	0.225
1397774114.416	n	2.071	0.227
1397774114.471	n	2.080	0.218
1397774114.540	n	2.092	0.213
1397774114.596	n	2.103	0.210
1397774114.664	n	2.116	0.209
1397774114.721	n	2.126	0.204
1397774114.791	n	2.134	0.193
1397774114.846	n	2.145	0.192
1397774114.910	n	2.155	0.188
1397774114.981	n	2.171	0.195
1397774115.034	n	2.182	0.194
1397774115.102	n	2.193	0.191
1397774115.160	n	2.199	0.180
1397774115.227	n	2.209	0.178
1397774115.284	n	2.219	0.176
1397774115.346	n	2.230	0.176
1397774115.414	n	2.243	0.180
1397774115.475	n	2.256	0.184
1397774115.543	n	2.265	0.177
1397774115.597	n	2.275	0.176
1397774115.668	n	2.289	0.181
1397774115.722	n	2.299	0.180
1397774115.792	n	2.312	0.183
1397774115.847	n	2.321	0.178
1397774115.909	n	2.328	0.170
1397774115.972	n	2.339	0.170
1397774116.039	n	2.353	0.176
1397774116.096	n	2.362	0.172
1397774116.167	n	2.372	0.169
1397774116.221	n	2.381	0.166
1397774116.284	n	2.393	0.170
1397774116.353	n	2.403	0.168
1397774116.417	n	2.412	0.163
1397774116.471	n	2.424	0.168
1397774116.534	n	2.433	0.164
1397774116.605	n	2.445	0.167
1397774116.659	n	2.456	0.168
1397774116.730	n	2.465	0.163
1397774116.784	n	2.479	0.172
1397774116.855	n	2.490	0.171
1397774116.908	n	2.502	0.174
1397774116.973	n	2.516	0.180
1397774117.033	n	2.536	0.198
1397774117.103	n	2.549	0.200
1397774117.159	n	2.563	0.202
1397774117.229	n	2.580	0.209
1397774117.283	n	2.595	0.214
1397774117.360	n	2.610	0.217
1397774117.412	n	2.626	0.222
1397774117.476	n	2.644	0.230
1397774117.543	n	2.662	0.237
1397774117.597	n	2.680	0.244
1397774117.668	n	2.699	0.251
1397774117.722	n	2.720	0.262
1397774117.790	n	2.735	0.260
1397774117.914	y	2.754	0.266
1397774117.926	n	2.774	0.272
1397774117.977	n	2.788	0.267
1397774118.040	n	2.806	0.269
1397774118.096	n	2.824	0.272
1397774118.168	n	2.840	0.269
1397774118.222	n	2.855	0.266
1397774118.291	n	2.872	0.265
1397774118.354	n	2.889	0.265
1397774118.418	n	2.905	0.262
1397774118.481	n	2.919	0.258
1397774118.535	n	2.937	0.263
1397774118.603	n	2.950	0.257
1397774118.658	n	2.969	0.264
1397774118.726	n	2.988	0.269
1397774118.783	n	3.006	0.272
1397774118.853	n	3.022	0.269
1397774118.908	n	3.039	0.269
1397774118.972	n	3.056	0.269
1397774119.043	n	3.074	0.270
1397774119.097	n	3.094	0.277
1397774119.167	n	3.115	0.284
1397774119.222	n	3.132	0.283
1397774119.292	n	3.145	0.272
1397774119.355	n	3.160	0.268
1397774119.416	n	3.178	0.270
1397774119.471	n	3.196	0.273
1397774119.538	n	3.212	0.271
1397774119.605	n	3.228	0.268
1397774119.659	n	3.246	0.271
1397774119.729	n	3.260	0.264
1397774119.784	n	3.280	0.271
1397774119.853	n	3.294	0.264
1397774119.909	n	3.306	0.255
1397774119.971	n	3.325	0.261
1397774120.034	n	3.341	0.261
1397774120.105	n	3.356	0.258
1397774120.159	n	3.370	0.255
1397774120.229	n	3.385	0.252
1397774120.284	n	3.398	0.247
1397774120.354	n	3.411	0.242
1397774120.408	n	3.425	0.241
1397774120.472	n	3.439	0.239
1397774120.533	n	3.448	0.227
1397774120.597	n	3.464	0.231
1397774120.664	n	3.473	0.220
1397774120.721	n	3.485	0.217
1397774120.793	n	3.498	0.214
1397774120.847	n	3.508	0.209
1397774120.915	n	3.516	0.198
1397774120.971	n	3.532	0.207
1397774121.040	n	3.543	0.202
1397774121.105	n	3.549	0.188
1397774121.159	n	3.561	0.189
1397774121.230	n	3.574	0.190
1397774121.284	n	3.587	0.192
1397774121.359	n	3.603	0.199
1397774121.412	n	3.616	0.200
1397774121.477	n	3.631	0.204
1397774121.534	n	3.646	0.209
1397774121.603	n	3.665	0.220
1397774121.658	n	3.682	0.227
1397774121.722	n	3.697	0.229
1397774121.793	n	3.710	0.226
1397774121.846	n	3.724	0.227
1397774121.917	n	3.737	0.224
1397774121.972	n	3.756	0.235
1397774122.042	n	3.770	0.232
1397774122.096	n	3.785	0.233
1397774122.166	n	3.795	0.222
1397774122.221	n	3.809	0.223
1397774122.291	n	3.824	0.224
1397774122.351	n	3.832	0.212
1397774122.413	n	3.845	0.212
1397774122.481	n	3.862	0.219
1397774122.534	n	3.870	0.208
1397774122.606	n	3.881	0.204
1397774122.659	n	3.897	0.210
1397774122.730	n	3.905	0.200
1397774122.784	n	3.917	0.199
1397774122.883	y	3.928	0.196
1397774122.909	n	3.935	0.186
1397774122.971	n	3.944	0.181
1397774123.043	n	3.952	0.174
1397774123.097	n	3.963	0.174
1397774123.168	n	3.968	0.162
1397774123.222	n	3.969	0.144
1397774123.291	n	3.975	0.138
1397774123.352	n	3.981	0.132
1397774123.410	n	3.981	0.116
1397774123.471	n	3.989	0.118
1397774123.540	n	3.994	0.114
1397774123.597	n	3.995	0.102
1397774123.667	n	3.999	0.098
1397774123.721	n	4.002	0.092
1397774123.785	n	4.005	0.086
1397774123.846	n	4.009	0.084
1397774123.916	n	4.014	0.084
1397774123.971	n	4.017	0.080
1397774124.040	n	4.020	0.076
1397774124.097	n	4.024	0.074
1397774124.161	n	4.028	0.072
1397774124.230	n	4.035	0.076
1397774124.284	n	4.042	0.080
1397774124.361	n	4.043	0.072
1397774124.414	n	4.049	0.074
1397774124.479	n	4.053	0.072
1397774124.534	n	4.058	0.072
1397774124.604	n	4.065	0.076
1397774124.659	n	4.069	0.074
1397774124.729	n	4.075	0.076
1397774124.784	n	4.084	0.084
1397774124.850	n	4.091	0.088
1397774124.917	n	4.097	0.088
1397774124.972	n	4.106	0.094
1397774125.041	n	4.114	0.098
1397774125.097	n	4.122	0.102
1397774125.165	n	4.130	0.106
1397774125.222	n	4.142	0.116
1397774125.290	n	4.152	0.122
1397774125.353	n	4.164	0.130
1397774125.413	n	4.176	0.138
1397774125.479	n	4.188	0.144
1397774125.535	n	4.199	0.148
1397774125.604	n	4.212	0.156
1397774125.660	n	4.226	0.164
1397774125.727	n	4.237	0.166
1397774125.785	n	4.254	0.180
1397774125.848	n	4.262	0.174
1397774125.910	n	4.276	0.180
1397774125.978	n	4.293	0.192
1397774126.035	n	4.309	0.200
1397774126.098	n	4.324	0.204
1397774126.160	n	4.340	0.210
1397774126.223	n	4.358	0.220
1397774126.289	n	4.372	0.220
1397774126.353	n	4.386	0.220
1397774126.413	n	4.401	0.222
1397774126.472	n	4.420	0.232
1397774126.538	n	4.437	0.236
1397774126.597	n	4.456	0.244
1397774126.664	n	4.477	0.256
1397774126.729	n	4.492	0.253
1397774126.784	n	4.509	0.257
1397774126.854	n	4.525	0.256
1397774126.909	n	4.540	0.254
1397774126.978	n	4.556	0.254
1397774127.034	n	4.576	0.262
1397774127.101	n	4.587	0.252
1397774127.159	n	4.605	0.256
1397774127.228	n	4.626	0.266
1397774127.293	n	4.640	0.259
1397774127.353	n	4.658	0.264
1397774127.417	n	4.681	0.275
1397774127.472	n	4.698	0.276
1397774127.540	n	4.714	0.274
1397774127.597	n	4.732	0.276
1397774127.665	n	4.748	0.274
1397774127.721	n	4.767	0.279
1397774127.791	n	4.782	0.274
1397774127.876	y	4.804	0.284
1397774127.910	n	4.822	0.284
1397774127.973	n	4.837	0.278
1397774128.034	n	4.853	0.276
1397774128.102	n	4.868	0.271
1397774128.159	n	4.886	0.274
1397774128.228	n	4.901	0.269
1397774128.283	n	4.918	0.270
1397774128.359	n	4.934	0.266
1397774128.412	n	4.951	0.267
1397774128.477	n	4.967	0.265
1397774128.543	n	4.981	0.259
1397774128.597	n	4.997	0.260
1397774128.667	n	5.009	0.251
1397774128.722	n	5.030	0.262
1397774128.790	n	5.042	0.253
1397774128.846	n	5.057	0.252
1397774128.915	n	5.069	0.243
1397774128.972	n	5.083	0.242
1397774129.041	n	5.099	0.243
1397774129.096	n	5.110	0.236
1397774129.161	n	5.124	0.234
1397774129.230	n	5.137	0.229
1397774129.284	n	5.149	0.226
1397774129.359	n	5.159	0.217
1397774129.413	n	5.172	0.216
1397774129.473	n	5.183	0.210
1397774129.534	n	5.197	0.212
1397774129.597	n	5.207	0.206
1397774129.659	n	5.218	0.202
1397774129.728	n	5.229	0.197
1397774129.787	n	5.243	0.202
1397774129.846	n	5.255	0.200
1397774129.917	n	5.269	0.201
1397774129.972	n	5.279	0.196
1397774130.041	n	5.292	0.197
1397774130.097	n	5.303	0.196
1397774130.164	n	5.315	0.196
1397774130.222	n	5.329	0.200
1397774130.291	n	5.344	0.203
1397774130.353	n	5.357	0.204
1397774130.416	n	5.373	0.209
1397774130.480	n	5.384	0.205
1397774130.534	n	5.399	0.210
1397774130.596	n	5.408	0.202
1397774130.659	n	5.419	0.198
1397774130.727	n	5.434	0.204
1397774130.783	n	5.445	0.200
1397774130.846	n	5.456	0.196
1397774130.908	n	5.468	0.196
1397774130.978	n	5.479	0.194
1397774131.043	n	5.486	0.183
1397774131.097	n	5.502	0.192
1397774131.167	n	5.512	0.187
1397774131.221	n	5.523	0.186
1397774131.290	n	5.533	0.182
1397774131.353	n	5.541	0.176
1397774131.414	n	5.552	0.176
1397774131.471	n	5.564	0.178
1397774131.540	n	5.571	0.170
1397774131.596	n	5.580	0.166
1397774131.663	n	5.587	0.160
1397774131.730	n	5.598	0.161
1397774131.784	n	5.605	0.156
1397774131.850	n	5.613	0.152
1397774131.909	n	5.618	0.142
1397774131.980	n	5.627	0.142
1397774132.033	n	5.629	0.128
1397774132.099	n	5.637	0.128
1397774132.159	n	5.641	0.120
1397774132.227	n	5.644	0.110
1397774132.284	n	5.652	0.112
1397774132.354	n	5.658	0.110
1397774132.409	n	5.663	0.106
1397774132.478	n	5.669	0.104
1397774132.534	n	5.672	0.096
1397774132.599	n	5.675	0.090
1397774132.662	n	5.683	0.094
1397774132.721	n	5.685	0.086
1397774132.790	n	5.688	0.082
1397774132.877	y	5.693	0.082
1397774132.909	n	5.696	0.078
1397774132.971	n	5.696	0.068
1397774133.041	n	5.700	0.068
1397774133.096	n	5.704	0.068
1397774133.166	n	5.708	0.068
1397774133.231	n	5.706	0.056
1397774133.284	n	5.705	0.046
1397774133.347	n	5.710	0.050
1397774133.415	n	5.710	0.044
1397774133.479	n	5.712	0.042
1397774133.534	n	5.715	0.042
1397774133.604	n	5.716	0.038
1397774133.659	n	5.714	0.030
1397774133.729	n	5.717	0.032
1397774133.784	n	5.720	0.034
1397774133.851	n	5.723	0.036
1397774133.912	n	5.727	0.040
1397774133.971	n	5.728	0.036
1397774134.043	n	5.732	0.040
1397774134.097	n	5.736	0.042
1397774134.165	n	5.742	0.048
1397774134.221	n	5.744	0.046
1397774134.290	n	5.755	0.062
1397774134.352	n	5.756	0.056
1397774134.417	n	5.762	0.060
1397774134.472	n	5.764	0.056
1397774134.536	n	5.770	0.060
1397774134.597	n	5.779	0.070
1397774134.666	n	5.785	0.074
1397774134.722	n	5.789	0.072
1397774134.788	n	5.800	0.084
1397774134.856	n	5.811	0.096
1397774134.909	n	5.818	0.098
1397774134.980	n	5.829	0.108
1397774135.034	n	5.838	0.112
1397774135.102	n	5.851	0.124
1397774135.159	n	5.859	0.124
1397774135.227	n	5.870	0.130
1397774135.284	n	5.879	0.132
1397774135.358	n	5.890	0.137
1397774135.411	n	5.903	0.146
1397774135.472	n	5.917	0.156
1397774135.542	n	5.927	0.155
1397774135.596	n	5.942	0.166
1397774135.667	n	5.952	0.165
1397774135.722	n	5.968	0.178
1397774135.789	n	5.981	0.182
1397774135.848	n	5.995	0.188
1397774135.914	n	6.009	0.192
1397774135.972	n	6.023	0.196
1397774136.041	n	6.041	0.208
1397774136.098	n	6.053	0.206
1397774136.160	n	6.071	0.216
1397774136.230	n	6.090	0.225
1397774136.285	n	6.106	0.230
1397774136.348	n	6.123	0.236
1397774136.410	n	6.138	0.236
1397774136.480	n	6.157	0.243
1397774136.535	n	6.172	0.244
1397774136.598	n	6.190	0.250
1397774136.659	n	6.208	0.254
1397774136.729	n	6.227	0.259
1397774136.785	n	6.239	0.252
1397774136.852	n	6.258	0.258
1397774136.910	n	6.278	0.266
1397774136.978	n	6.293	0.261
1397774137.035	n	6.313	0.270
1397774137.102	n	6.328	0.266
1397774137.160	n	6.343	0.262
1397774137.227	n	6.360	0.264
1397774137.284	n	6.377	0.264
1397774137.358	n	6.396	0.267
1397774137.411	n	6.412	0.266
1397774137.477	n	6.429	0.266
1397774137.534	n	6.443	0.260
1397774137.603	n	6.463	0.267
1397774137.659	n	6.481	0.270
1397774137.722	n	6.503	0.280
1397774137.784	n	6.522	0.282
1397774137.847	n	6.538	0.278
1397774137.976	y	6.557	0.282
1397774137.988	n	6.581	0.294
1397774138.038	n	6.595	0.288
1397774138.102	n	6.614	0.290
1397774138.169	n	6.632	0.289
1397774138.222	n	6.651	0.293
1397774138.294	n	6.671	0.295
1397774138.357	n	6.685	0.287
1397774138.410	n	6.707	0.296
1397774138.471	n	6.723	0.292
1397774138.536	n	6.740	0.290
1397774138.596	n	6.756	0.286
1397774138.668	n	6.775	0.287
1397774138.721	n	6.796	0.294
1397774138.785	n	6.813	0.292
1397774138.846	n	6.827	0.284
1397774138.915	n	6.845	0.283
1397774138.972	n	6.863	0.284
1397774139.039	n	6.882	0.285
1397774139.096	n	6.901	0.288
1397774139.166	n	6.918	0.285
1397774139.221	n	6.934	0.282
1397774139.291	n	6.951	0.279
1397774139.352	n	6.965	0.273
1397774139.417	n	6.984	0.276
1397774139.471	n	6.998	0.272
1397774139.534	n	7.012	0.265
1397774139.596	n	7.029	0.265
1397774139.663	n	7.046	0.265
1397774139.731	n	7.062	0.262
1397774139.785	n	7.077	0.261
1397774139.856	n	7.092	0.258
1397774139.909	n	7.107	0.257
1397774139.975	n	7.122	0.255
1397774140.034	n	7.136	0.251
1397774140.102	n	7.156	0.258
1397774140.159	n	7.170	0.255
1397774140.228	n	7.186	0.254
1397774140.284	n	7.198	0.247
1397774140.357	n	7.215	0.250
1397774140.410	n	7.230	0.249
1397774140.480	n	7.242	0.240
1397774140.534	n	7.258	0.243
1397774140.603	n	7.272	0.240
1397774140.659	n	7.289	0.245
1397774140.729	n	7.306	0.248
1397774140.784	n	7.317	0.239
1397774140.848	n	7.336	0.247
1397774140.918	n	7.351	0.246
1397774140.972	n	7.363	0.241
1397774141.044	n	7.380	0.244
1397774141.097	n	7.392	0.239
1397774141.167	n	7.407	0.238
1397774141.222	n	7.422	0.239
1397774141.292	n	7.432	0.228
1397774141.352	n	7.447	0.230
1397774141.413	n	7.461	0.230
1397774141.470	n	7.475	0.231
1397774141.541	n	7.490	0.232
1397774141.596	n	7.499	0.221
1397774141.667	n	7.513	0.220
1397774141.721	n	7.527	0.221
1397774141.785	n	7.539	0.217
1397774141.846	n	7.549	0.209
1397774141.909	n	7.562	0.209
1397774141.971	n	7.577	0.213
1397774142.034	n	7.587	0.207
1397774142.100	n	7.599	0.204
1397774142.159	n	7.613	0.207
1397774142.231	n	7.624	0.202
1397774142.284	n	7.636	0.200
1397774142.348	n	7.644	0.190
1397774142.409	n	7.654	0.186
1397774142.479	n	7.664	0.182
1397774142.534	n	7.674	0.180
1397774142.603	n	7.681	0.172
1397774142.659	n	7.692	0.172
1397774142.728	n	7.704	0.174
1397774142.784	n	7.713	0.170
1397774142.853	n	7.721	0.164
1397774142.909	n	7.729	0.160
1397774143.011	y	7.737	0.156
1397774143.035	n	7.745	0.152
1397774143.097	n	7.756	0.154
1397774143.169	n	7.768	0.158
1397774143.223	n	7.776	0.154
1397774143.293	n	7.780	0.142
1397774143.350	n	7.791	0.146
1397774143.418	n	7.799	0.144
1397774143.473	n	7.804	0.136
1397774143.542	n	7.812	0.134
1397774143.597	n	7.822	0.138
1397774143.666	n	7.829	0.134
1397774143.722	n	7.837	0.134
1397774143.791	n	7.848	0.140
1397774143.846	n	7.856	0.138
1397774143.915	n	7.866	0.140
1397774143.971	n	7.877	0.144
1397774144.040	n	7.888	0.148
1397774144.096	n	7.893	0.140
1397774144.166	n	7.901	0.138
1397774144.222	n	7.909	0.136
1397774144.289	n	7.919	0.138
1397774144.355	n	7.928	0.138
1397774144.416	n	7.938	0.140
1397774144.471	n	7.954	0.154
1397774144.536	n	7.962	0.150
1397774144.606	n	7.970	0.148
1397774144.660	n	7.981	0.152
1397774144.731	n	7.994	0.158
1397774144.785	n	8.000	0.150
1397774144.856	n	8.012	0.156
1397774144.910	n	8.023	0.158
1397774144.981	n	8.034	0.160
1397774145.035	n	8.047	0.166
1397774145.106	n	8.057	0.166
1397774145.159	n	8.070	0.172
1397774145.229	n	8.082	0.174
1397774145.284	n	8.094	0.176
1397774145.347	n	8.101	0.168
1397774145.415	n	8.115	0.174
1397774145.479	n	8.126	0.174
1397774145.534	n	8.138	0.176
1397774145.603	n	8.153	0.184
1397774145.659	n	8.164	0.182
1397774145.722	n	8.175	0.182
1397774145.784	n	8.190	0.190
1397774145.854	n	8.201	0.188
1397774145.909	n	8.213	0.188
1397774145.979	n	8.220	0.178
1397774146.034	n	8.237	0.190
1397774146.103	n	8.250	0.192
1397774146.168	n	8.265	0.197
1397774146.222	n	8.273	0.190
1397774146.294	n	8.291	0.201
1397774146.356	n	8.302	0.197
1397774146.420	n	8.314	0.197
1397774146.473	n	8.327	0.200
1397774146.540	n	8.340	0.200
1397774146.596	n	8.350	0.194
1397774146.667	n	8.365	0.200
1397774146.721	n	8.379	0.202
1397774146.792	n	8.392	0.202
1397774146.846	n	8.406	0.204
1397774146.917	n	8.418	0.202
1397774146.972	n	8.428	0.196
1397774147.041	n	8.443	0.202
1397774147.096	n	8.459	0.209
1397774147.164	n	8.471	0.206
1397774147.224	n	8.482	0.202
1397774147.284	n	8.492	0.196
1397774147.349	n	8.501	0.190
1397774147.408	n	8.516	0.196
1397774147.480	n	8.531	0.201
1397774147.534	n	8.540	0.194
1397774147.605	n	8.553	0.196
1397774147.659	n	8.563	0.192
1397774147.729	n	8.576	0.194
1397774147.784	n	8.592	0.202
1397774147.853	n	8.605	0.202
1397774147.909	n	8.617	0.200
1397774148.009	y	8.625	0.190
1397774148.034	n	8.640	0.196
1397774148.096	n	8.656	0.204
1397774148.159	n	8.670	0.206
1397774148.221	n	8.683	0.206
1397774148.291	n	8.697	0.208
1397774148.346	n	8.709	0.206
1397774148.418	n	8.724	0.209
1397774148.471	n	8.738	0.212
1397774148.542	n	8.748	0.206
1397774148.596	n	8.766	0.216
1397774148.664	n	8.779	0.214
1397774148.722	n	8.792	0.214
1397774148.791	n	8.808	0.220
1397774148.846	n	8.823	0.222
1397774148.916	n	8.840	0.228
1397774148.972	n	8.854	0.228
1397774149.040	n	8.866	0.224
1397774149.097	n	8.881	0.226
1397774149.166	n	8.896	0.228
1397774149.221	n	8.910	0.228
1397774149.289	n	8.926	0.232
1397774149.346	n	8.939	0.228
1397774149.410	n	8.955	0.232
1397774149.481	n	8.973	0.237
1397774149.535	n	8.987	0.236
1397774149.605	n	9.003	0.237
1397774149.659	n	9.015	0.232
1397774149.727	n	9.027	0.226
1397774149.785	n	9.039	0.222
1397774149.855	n	9.051	0.217
1397774149.910	n	9.065	0.218
1397774149.978	n	9.083	0.226
1397774150.034	n	9.093	0.218
1397774150.103	n	9.106	0.216
1397774150.159	n	9.120	0.216
1397774150.223	n	9.129	0.206
1397774150.284	n	9.139	0.200
1397774150.360	n	9.150	0.195
1397774150.413	n	9.163	0.198
1397774150.477	n	9.173	0.194
1397774150.543	n	9.187	0.197
1397774150.597	n	9.200	0.200
1397774150.668	n	9.210	0.193
1397774150.721	n	9.223	0.196
1397774150.789	n	9.235	0.196
1397774150.847	n	9.248	0.198
1397774150.917	n	9.259	0.196
1397774150.972	n	9.271	0.196
1397774151.042	n	9.282	0.194
1397774151.097	n	9.291	0.188
1397774151.166	n	9.303	0.188
1397774151.222	n	9.314	0.186
1397774151.291	n	9.324	0.182
1397774151.349	n	9.334	0.180
1397774151.414	n	9.347	0.184
1397774151.480	n	9.358	0.182
1397774151.534	n	9.369	0.182
1397774151.599	n	9.376	0.174
1397774151.659	n	9.385	0.170
1397774151.731	n	9.397	0.172
1397774151.784	n	9.404	0.164
1397774151.855	n	9.418	0.172
1397774151.909	n	9.431	0.176
1397774151.972	n	9.440	0.172
1397774152.034	n	9.452	0.174
1397774152.103	n	9.460	0.168
1397774152.159	n	9.473	0.172
1397774152.228	n	9.485	0.174
1397774152.284	n	9.497	0.176
1397774152.361	n	9.507	0.173
1397774152.414	n	9.516	0.170
1397774152.475	n	9.526	0.168
1397774152.543	n	9.541	0.176
1397774152.597	n	9.552	0.176
1397774152.668	n	9.563	0.175
1397774152.722	n	9.578	0.184
1397774152.792	n	9.588	0.180
1397774152.846	n	9.600	0.182
1397774152.914	n	9.612	0.184
1397774153.002	y	9.627	0.190
1397774153.034	n	9.637	0.186
1397774153.096	n	9.652	0.192
1397774153.165	n	9.664	0.191
1397774153.221	n	9.672	0.184
1397774153.290	n	9.686	0.187
1397774153.350	n	9.702	0.196
1397774153.414	n	9.713	0.193
1397774153.472	n	9.725	0.194
1397774153.539	n	9.738	0.195
1397774153.597	n	9.752	0.200
1397774153.665	n	9.764	0.197
1397774153.722	n	9.776	0.198
1397774153.790	n	9.790	0.201
1397774153.847	n	9.803	0.202
1397774153.912	n	9.816	0.202
1397774153.982	n	9.831	0.205
1397774154.035	n	9.842	0.202
1397774154.106	n	9.853	0.197
1397774154.160	n	9.866	0.200
1397774154.226	n	9.880	0.202
1397774154.284	n	9.892	0.200
1397774154.352	n	9.907	0.204
1397774154.414	n	9.919	0.202
1397774154.481	n	9.928	0.193
1397774154.535	n	9.944	0.202
1397774154.599	n	9.953	0.194
1397774154.659	n	9.964	0.192
1397774154.728	n	9.976	0.191
1397774154.784	n	9.989	0.194
1397774154.855	n	10.002	0.195
1397774154.909	n	10.012	0.192
1397774154.980	n	10.024	0.191
1397774155.034	n	10.038	0.196
1397774155.105	n	10.051	0.197
1397774155.159	n	10.057	0.186
1397774155.227	n	10.066	0.180
1397774155.284	n	10.080	0.186
1397774155.353	n	10.091	0.184
1397774155.409	n	10.099	0.176
1397774155.474	n	10.107	0.170
1397774155.538	n	10.118	0.170
1397774155.597	n	10.127	0.166
1397774155.668	n	10.135	0.161
1397774155.722	n	10.145	0.162
1397774155.793	n	10.152	0.155
1397774155.847	n	10.163	0.158
1397774155.917	n	10.170	0.152
1397774155.972	n	10.182	0.156
1397774156.043	n	10.187	0.145
1397774156.097	n	10.196	0.146
1397774156.167	n	10.207	0.150
1397774156.222	n	10.215	0.148
1397774156.290	n	10.223	0.146
1397774156.353	n	10.230	0.142
1397774156.416	n	10.237	0.138
1397774156.472	n	10.245	0.136
1397774156.541	n	10.254	0.136
1397774156.598	n	10.263	0.136
1397774156.663	n	10.270	0.132
1397774156.730	n	10.277	0.130
1397774156.784	n	10.282	0.124
1397774156.856	n	10.288	0.120
1397774156.910	n	10.301	0.130
1397774156.981	n	10.304	0.120
1397774157.035	n	10.310	0.116
1397774157.103	n	10.318	0.118
1397774157.159	n	10.323	0.114
1397774157.229	n	10.333	0.120
1397774157.284	n	10.336	0.110
1397774157.355	n	10.334	0.092
1397774157.409	n	10.344	0.100
1397774157.478	n	10.353	0.106
1397774157.534	n	10.361	0.108
1397774157.603	n	10.367	0.106
1397774157.659	n	10.373	0.104
1397774157.727	n	10.380	0.104
1397774157.793	n	10.385	0.100
1397774157.848	n	10.399	0.116
1397774157.919	n	10.403	0.110
1397774157.973	n	10.410	0.110
1397774158.127	y	10.415	0.106
1397774158.136	n	10.423	0.108
1397774158.165	n	10.432	0.114
1397774158.222	n	10.439	0.114
1397774158.291	n	10.442	0.106
1397774158.356	n	10.451	0.110
1397774158.418	n	10.457	0.107
1397774158.473	n	10.467	0.114
1397774158.534	n	10.480	0.126
1397774158.596	n	10.485	0.120
1397774158.667	n	10.492	0.119
1397774158.721	n	10.502	0.126
1397774158.784	n	10.509	0.124
