Profile 0

 mmho/cm   Celsius      dbars     hz
+00.9911  +23.5339  -0000.400      0
+00.9910  +23.5340  -0000.440      0
+00.9911  +23.5345  -0000.140      0
+00.9910  +23.5339  -0000.090      0
+00.9910  +23.5329  -0000.360      0
+00.9910  +23.5328  -0000.520      0
+00.9910  +23.5327  -0000.310      0
+00.9910  +23.5328  -0000.110      0
+00.9911  +23.5324  -0000.230      0
+00.9910  +23.5326  -0000.420      0
+00.9910  +23.5328  -0000.400      0
+00.9910  +23.5327  -0000.160      0
+00.9910  +23.5321  -0000.120      0
+00.9910  +23.5321  -0000.300      0
+00.9910  +23.5318  -0000.450      0
+00.9910  +23.5317  -0000.450      0
+00.9910  +23.5313  -0000.230      0
+00.9910  +23.5310  -0000.130      0
+00.9910  +23.5309  -0000.320      0
+00.9910  +23.5314  -0000.500      0
+00.9910  +23.5305  -0000.240      0
+00.9910  +23.5302  -0000.110      0
+00.9910  +23.5301  -0000.430      0
+00.9910  +23.5311  -0000.390      0
+00.9910  +23.5299  -0000.120      0
+00.9910  +23.5298  -0000.310      0
+00.9909  +23.5296  -0000.440      0
+00.9910  +23.5292  -0000.200      0
+00.9910  +23.5292  -0000.080      0
+00.9910  +23.5300  -0000.370      0
+00.9910  +23.5295  -0000.440      0
+00.9910  +23.5289  -0000.240      0
+00.9910  +23.5286  -0000.130      0
+00.9910  +23.5291  -0000.290      0
+00.9910  +23.5285  -0000.440      0
+00.9909  +23.5282  -0000.270      0
+00.9910  +23.5283  -0000.070      0
+00.9909  +23.5279  -0000.270      0
+00.9909  +23.5274  -0000.480      0
+00.9909  +23.5273  -0000.340      0
+00.9909  +23.5273  -0000.150      0
+00.9909  +23.5269  -0000.130      0
+00.9909  +23.5265  -0000.240      0
+00.9909  +23.5262  -0000.470      0
+00.9909  +23.5262  -0000.370      0
+00.9909  +23.5255  -0000.150      0
+00.9909  +23.5252  -0000.210      0
+00.9909  +23.5254  -0000.390      0
+00.9909  +23.5253  -0000.430      0
+00.9909  +23.5248  -0000.260      0
+00.9908  +23.5238  -0000.100      0
+00.9909  +23.5238  -0000.400      0
+00.9908  +23.5240  -0000.390      0
+00.9908  +23.5241  -0000.190      0
+00.9908  +23.5234  -0000.130      0
+00.9908  +23.5229  -0000.310      0
+00.9908  +23.5228  -0000.420      0
+00.9908  +23.5224  -0000.290      0
+00.9908  +23.5219  -0000.090      0
+00.9908  +23.5218  -0000.210      0
+00.9908  +23.5213  -0000.380      0
+00.9908  +23.5211  -0000.430      0
+00.9908  +23.5207  -0000.290      0
+00.9908  +23.5199  -0000.130      0
+00.9908  +23.5206  -0000.170      0
+00.9908  +23.5202  -0000.380      0
+00.9908  +23.5199  -0000.420      0
+00.9908  +23.5192  -0000.250      0
+00.9907  +23.5195  -0000.080      0
+00.9907  +23.5197  -0000.310      0
+00.9907  +23.5191  -0000.470      0
+00.9907  +23.5187  -0000.320      0
+00.9907  +23.5188  -0000.110      0
+00.9907  +23.5184  -0000.440      0
+00.9907  +23.5182  -0000.330      0
+00.9907  +23.5177  -0000.150      0
+00.9908  +23.5173  -0000.240      0
+00.9907  +23.5171  -0000.430      0
+00.9907  +23.5172  -0000.260      0
+00.9907  +23.5169  -0000.060      0
+00.9907  +23.5171  -0000.320      0
+00.9907  +23.5168  -0000.460      0
+00.9907  +23.5160  -0000.370      0
+00.9907  +23.5157  -0000.180      0
+00.9907  +23.5155  -0000.140      0
+00.9907  +23.5145  -0000.380      0
+00.9907  +23.5151  -0000.440      0
+00.9907  +23.5146  -0000.200      0
+00.9906  +23.5150  -0000.150      0
+00.9907  +23.5148  -0000.350      0
+00.9907  +23.5144  -0000.470      0
+00.9906  +23.5138  -0000.340      0
+00.9906  +23.5137  -0000.130      0
+00.9906  +23.5135  -0000.190      0
+00.9906  +23.5138  -0000.340      0
+00.9907  +23.5129  -0000.430      0
+00.9906  +23.5135  -0000.230      0
+00.9906  +23.5126  -0000.090      0
+00.9906  +23.5121  -0000.230      0
+00.9906  +23.5120  -0000.440      0
+00.9906  +23.5120  -0000.240      0
+00.9906  +23.5115  -0000.140      0
+00.9906  +23.5113  -0000.170      0
+00.9906  +23.5110  -0000.430      0
+00.9906  +23.5111  -0000.360      0
+00.9906  +23.5117  -0000.210      0
+00.9906  +23.5108  -0000.090      0
+00.9906  +23.5097  -0000.320      0
+00.9905  +23.5101  -0000.480      0
+00.9906  +23.5090  -0000.340      0
+00.9906  +23.5098  -0000.150      0
+00.9905  +23.5090  -0000.120      0
+00.9906  +23.5087  -0000.410      0
+00.9905  +23.5089  -0000.410      0
+00.9905  +23.5085  -0000.190      0
+00.9906  +23.5078  -0000.160      0
+00.9905  +23.5076  -0000.380      0
+00.9905  +23.5078  -0000.460      0
+00.9905  +23.5070  -0000.330      0
+00.9905  +23.5072  -0000.150      0
+00.9905  +23.5071  -0000.310      0
+00.9905  +23.5070  -0000.460      0
+00.9905  +23.5065  -0000.260      0
+00.9905  +23.5060  -0000.120      0
+00.9905  +23.5059  -0000.330      0
+00.9905  +23.5058  -0000.450      0
+00.9905  +23.5057  -0000.170      0
+00.9905  +23.5057  -0000.240      0
+00.9905  +23.5057  -0000.460      0
+00.9905  +23.5045  -0000.410      0
+00.9904  +23.5043  -0000.170      0
+00.9905  +23.5043  -0000.230      0
+00.9905  +23.5037  -0000.420      0
+00.9904  +23.5041  -0000.400      0
+00.9904  +23.5032  -0000.140      0
+00.9904  +23.5029  -0000.230      0
+00.9904  +23.5031  -0000.440      0
+00.9904  +23.5028  -0000.370      0
+00.9904  +23.5028  -0000.200      0
+00.9904  +23.5024  -0000.120      0
+00.9904  +23.5014  -0000.370      0
+00.9904  +23.5018  -0000.430      0
+00.9904  +23.5016  -0000.360      0
+00.9904  +23.5016  -0000.160      0
+00.9904  +23.5015  -0000.120      0
+00.9904  +23.5008  -0000.280      0
+00.9904  +23.5008  -0000.500      0
+00.9904  +23.5011  -0000.300      0
+00.9904  +23.5011  -0000.130      0
+00.9904  +23.4998  -0000.220      0
+00.9904  +23.5006  -0000.410      0
+00.9904  +23.5002  -0000.420      0
+00.9903  +23.5000  -0000.110      0
+00.9903  +23.4999  -0000.200      0
+00.9903  +23.4999  -0000.430      0
+00.9903  +23.4996  -0000.440      0
+00.9904  +23.4983  -0000.200      0
+00.9904  +23.4984  -0000.090      0
+00.9903  +23.4973  -0000.240      0
+00.9904  +23.4978  -0000.420      0
+00.9903  +23.4973  -0000.440      0
+00.9903  +23.4971  -0000.230      0
+00.9903  +23.4968  -0000.100      0
+00.9903  +23.4963  -0000.300      0
+00.9902  +23.4971  -0000.480      0
+00.9903  +23.4965  -0000.290      0
+00.9903  +23.4962  -0000.110      0
+00.9902  +23.4958  -0000.220      0
+00.9902  +23.4961  -0000.510      0
+00.9902  +23.4952  -0000.240      0
+00.9903  +23.4952  -0000.140      0
+00.9902  +23.4950  -0000.350      0
+00.9902  +23.4952  -0000.390      0
+00.9902  +23.4941  -0000.140      0
+00.9902  +23.4943  -0000.140      0
+00.9902  +23.4931  -0000.440      0
+00.9902  +23.4929  -0000.380      0
+00.9902  +23.4937  -0000.140      0
+00.9902  +23.4944  -0000.220      0
+00.9902  +23.4930  -0000.420      0
+00.9902  +23.4924  -0000.290      0
+00.9902  +23.4918  -0000.120      0
+00.9902  +23.4918  -0000.140      0
+00.9902  +23.4920  -0000.370      0
+00.9902  +23.4917  -0000.400      0
+00.9902  +23.4920  -0000.210      0
+00.9902  +23.4922  -0000.130      0
+00.9902  +23.4903  -0000.340      0
+00.9901  +23.4910  -0000.460      0
+00.9901  +23.4902  -0000.300      0
+00.9902  +23.4906  -0000.100      0
+00.9901  +23.4904  -0000.140      0
+00.9901  +23.4894  -0000.380      0
+00.9901  +23.4897  -0000.430      0
+00.9901  +23.4887  -0000.380      0
+00.9901  +23.4891  -0000.200      0
+00.9901  +23.4893  -0000.180      0
+00.9901  +23.4892  -0000.360      0
+00.9901  +23.4887  -0000.380      0
+00.9901  +23.4888  -0000.170      0
+00.9901  +23.4886  -0000.170      0
+00.9901  +23.4876  -0000.420      0
+00.9901  +23.4880  -0000.450      0
+00.9901  +23.4871  -0000.280      0
+00.9901  +23.4879  -0000.150      0
+00.9901  +23.4878  -0000.240      0
+00.9901  +23.4872  -0000.370      0
+00.9901  +23.4859  -0000.480      0
+00.9901  +23.4862  -0000.180      0
+00.9900  +23.4852  -0000.130      0
+00.9900  +23.4850  -0000.240      0
+00.9900  +23.4847  -0000.480      0
+00.9900  +23.4855  -0000.290      0
+00.9900  +23.4853  -0000.160      0
+00.9900  +23.4849  -0000.280      0
+00.9900  +23.4844  -0000.430      0
+00.9900  +23.4844  -0000.150      0
+00.9900  +23.4843  -0000.120      0
+00.9900  +23.4839  -0000.430      0
+00.9900  +23.4841  -0000.440      0
+00.9900  +23.4839  -0000.150      0
+00.9900  +23.4838  -0000.140      0
+00.9900  +23.4839  -0000.420      0
+00.9900  +23.4838  -0000.360      0
+00.9900  +23.4827  -0000.140      0
+00.9900  +23.4832  -0000.210      0
+00.9900  +23.4825  -0000.480      0
+00.9900  +23.4826  -0000.350      0
+00.9900  +23.4831  -0000.130      0
+00.9900  +23.4823  -0000.310      0
+00.9900  +23.4822  -0000.480      0
+00.9899  +23.4823  -0000.190      0
+00.9900  +23.4817  -0000.080      0
+00.9900  +23.4819  -0000.390      0
+00.9899  +23.4816  -0000.370      0
+00.9900  +23.4818  -0000.140      0
+00.9899  +23.4808  -0000.230      0
+00.9900  +23.4808  -0000.430      0
+00.9900  +23.4804  -0000.380      0
+00.9899  +23.4806  -0000.140      0
+00.9900  +23.4796  -0000.160      0
+00.9899  +23.4808  -0000.330      0
+00.9899  +23.4798  -0000.440      0
+00.9899  +23.4792  -0000.380      0
+00.9899  +23.4796  -0000.170      0
+00.9899  +23.4799  -0000.210      0
+00.9899  +23.4798  -0000.450      0
+00.9899  +23.4791  -0000.460      0
+00.9899  +23.4789  -0000.210      0
+00.9899  +23.4790  -0000.090      0
+00.9899  +23.4790  -0000.220      0
+00.9899  +23.4779  -0000.410      0
+00.9899  +23.4779  -0000.400      0
+00.9899  +23.4774  -0000.160      0
+00.9899  +23.4779  -0000.160      0
+00.9898  +23.4770  -0000.360      0
+00.9899  +23.4772  -0000.410      0
+00.9899  +23.4766  -0000.350      0
+00.9898  +23.4773  -0000.080      0
+00.9899  +23.4766  -0000.250      0
+00.9899  +23.4765  -0000.430      0
+00.9899  +23.4768  -0000.350      0
+00.9899  +23.4761  -0000.110      0
+00.9898  +23.4757  -0000.280      0
+00.9898  +23.4757  -0000.450      0
+00.9898  +23.4755  -0000.170      0
+00.9898  +23.4750  -0000.200      0
+00.9898  +23.4751  -0000.430      0
+00.9898  +23.4754  -0000.330      0
+00.9898  +23.4750  -0000.100      0
+00.9898  +23.4743  -0000.370      0
+00.9898  +23.4742  -0000.360      0
+00.9898  +23.4750  -0000.150      0
+00.9898  +23.4742  -0000.160      0
+00.9898  +23.4738  -0000.420      0
+00.9898  +23.4740  -0000.420      0
+00.9898  +23.4738  -0000.130      0
+00.9898  +23.4738  -0000.160      0
+00.9898  +23.4745  -0000.440      0
+00.9898  +23.4738  -0000.380      0
+00.9898  +23.4732  -0000.220      0
+00.9898  +23.4732  -0000.160      0
+00.9898  +23.4728  -0000.320      0
+00.9898  +23.4732  -0000.420      0
+00.9897  +23.4726  -0000.170      0
+00.9898  +23.4726  -0000.140      0
+00.9898  +23.4725  -0000.320      0
+00.9898  +23.4718  -0000.460      0
+00.9897  +23.4716  -0000.230      0
+00.9898  +23.4716  -0000.100      0
+00.9898  +23.4714  -0000.270      0
+00.9897  +23.4713  -0000.430      0
+00.9897  +23.4704  -0000.320      0
+00.9898  +23.4711  -0000.130      0
+00.9898  +23.4717  -0000.180      0
+00.9898  +23.4713  -0000.410      0
+00.9897  +23.4705  -0000.460      0
+00.9897  +23.4707  -0000.260      0
+00.9897  +23.4711  -0000.110      0
+00.9897  +23.4711  -0000.110      0
+00.9897  +23.4696  -0000.320      0
+00.9897  +23.4703  -0000.490      0
+00.9897  +23.4699  -0000.260      0
+00.9897  +23.4698  -0000.110      0
+00.9897  +23.4699  -0000.270      0
+00.9897  +23.4694  -0000.400      0
+00.9897  +23.4697  -0000.130      0
+00.9897  +23.4693  -0000.130      0
+00.9897  +23.4692  -0000.390      0
+00.9897  +23.4684  -0000.490      0
+00.9897  +23.4683  -0000.170      0
+00.9897  +23.4687  -0000.140      0
+00.9897  +23.4690  -0000.470      0
+00.9897  +23.4685  -0000.340      0
+00.9897  +23.4681  -0000.140      0
+00.9897  +23.4681  -0000.350      0
+00.9896  +23.4677  -0000.490      0
+00.9897  +23.4676  -0000.220      0
+00.9897  +23.4679  -0000.100      0
+00.9897  +23.4676  -0000.350      0
+00.9896  +23.4674  -0000.460      0
+00.9897  +23.4667  -0000.180      0
+00.9896  +23.4674  -0000.180      0
+00.9896  +23.4673  -0000.370      0
+00.9897  +23.4664  -0000.460      0
+00.9896  +23.4672  -0000.190      0
+00.9896  +23.4666  -0000.130      0
+00.9897  +23.4658  -0000.430      0
+00.9896  +23.4662  -0000.350      0
+00.9897  +23.4661  -0000.090      0
+00.9896  +23.4657  -0000.420      0
+00.9897  +23.4662  -0000.270      0
+00.9897  +23.4659  -0000.220      0
+00.9896  +23.4660  -0000.430      0
+00.9896  +23.4656  -0000.100      0
+00.9896  +23.4656  -0000.490      0
+00.9896  +23.4653  -0000.250      0
+00.9896  +23.4655  -0000.190      0
+00.9896  +23.4655  -0000.450      0
+00.9896  +23.4647  -0000.200      0
+00.9896  +23.4649  -0000.070      0
+00.9896  +23.4650  -0000.430      0
+00.9896  +23.4650  -0000.310      0
+00.9896  +23.4649  -0000.090      0
+00.9896  +23.4650  -0000.430      0
+00.9896  +23.4647  -0000.170      0
+00.9896  +23.4646  -0000.250      0
+00.9896  +23.4644  -0000.410      0
+00.9896  +23.4655  -0000.080      0
+00.9896  +23.4645  -0000.410      0
+00.9896  +23.4632  -0000.300      0
+00.9896  +23.4634  -0000.060      0
+00.9896  +23.4635  -0000.460      0
+00.9896  +23.4641  -0000.190      0
+00.9896  +23.4639  -0000.230      0
+00.9896  +23.4641  -0000.450      0
+00.9896  +23.4633  -0000.120      0
+00.9896  +23.4637  -0000.420      0
+00.9896  +23.4639  -0000.300      0
+00.9896  +23.4633  -0000.160      0
+00.9896  +23.4632  -0000.400      0
+00.9896  +23.4630  -0000.370      0
+00.9896  +23.4630  -0000.110      0
+00.9896  +23.4629  -0000.330      0
+00.9896  +23.4620  -0000.430      0
+00.9896  +23.4623  -0000.220      0
+00.9896  +23.4624  -0000.190      0
+00.9896  +23.4623  -0000.430      0
+00.9896  +23.4618  -0000.350      0
+00.9896  +23.4618  -0000.160      0
+00.9896  +23.4620  -0000.390      0
+00.9896  +23.4612  -0000.460      0
+00.9896  +23.4622  -0000.230      0
+00.9896  +23.4616  -0000.220      0
+00.9896  +23.4615  -0000.390      0
+00.9896  +23.4616  -0000.390      0
+00.9895  +23.4613  -0000.220      0
+00.9896  +23.4618  -0000.180      0
+00.9896  +23.4612  -0000.380      0
+00.9896  +23.4609  -0000.360      0
+00.9895  +23.4610  -0000.150      0
+00.9896  +23.4609  -0000.240      0
+00.9895  +23.4610  -0000.400      0
+00.9895  +23.4609  -0000.210      0
+00.9895  +23.4610  -0000.090      0
+00.9895  +23.4605  -0000.430      0
+00.9895  +23.4605  -0000.370      0
+00.9896  +23.4598  -0000.150      0
+00.9896  +23.4606  -0000.390      0
+00.9895  +23.4599  -0000.330      0
+00.9895  +23.4602  -0000.150      0
+00.9895  +23.4598  -0000.460      0
+00.9895  +23.4597  -0000.380      0
+00.9896  +23.4591  -0000.090      0
+00.9895  +23.4592  -0000.380      0
+00.9895  +23.4590  -0000.420      0
+00.9895  +23.4594  -0000.120      0
+00.9896  +23.4586  -0000.290      0
+00.9896  +23.4590  -0000.440      0
+00.9895  +23.4592  -0000.180      0
+00.9895  +23.4593  -0000.180      0
+00.9896  +23.4591  -0000.450      0
+00.9895  +23.4582  -0000.340      0
+00.9895  +23.4580  -0000.180      0
+00.9895  +23.4591  -0000.200      0
+00.9895  +23.4584  -0000.490      0
+00.9895  +23.4583  -0000.240      0
+00.9895  +23.4581  -0000.160      0
+00.9895  +23.4586  -0000.260      0
+00.9895  +23.4582  -0000.380      0
+00.9895  +23.4581  -0000.160      0
+00.9895  +23.4581  -0000.180      0
+00.9895  +23.4580  -0000.370      0
+00.9895  +23.4574  -0000.380      0
+00.9895  +23.4578  -0000.160      0
+00.9895  +23.4580  -0000.260      0
+00.9895  +23.4580  -0000.360      0
+00.9895  +23.4574  -0000.410      0
+00.9895  +23.4579  -0000.070      0
+00.9895  +23.4576  -0000.160      0
+00.9895  +23.4575  -0000.400      0
+00.9895  +23.4574  -0000.410      0
+00.9895  +23.4577  -0000.230      0
+00.9895  +23.4574  -0000.130      0
+00.9895  +23.4573  -0000.390      0
+00.9895  +23.4570  -0000.420      0
+00.9895  +23.4570  -0000.360      0
+00.9895  +23.4570  -0000.140      0
+00.9895  +23.4572  -0000.330      0
+00.9895  +23.4573  -0000.460      0
+00.9895  +23.4573  -0000.270      0
+00.9895  +23.4572  -0000.140      0
+00.9895  +23.4566  -0000.390      0
+00.9894  +23.4572  -0000.410      0
+00.9895  +23.4567  -0000.130      0
+00.9894  +23.4567  -0000.210      0
+00.9895  +23.4566  -0000.490      0
+00.9894  +23.4563  -0000.270      0
+00.9895  +23.4566  -0000.150      0
+00.9895  +23.4570  -0000.250      0
+00.9895  +23.4567  -0000.450      0
+00.9895  +23.4567  -0000.240      0
+00.9895  +23.4565  -0000.090      0
+00.9895  +23.4568  -0000.140      0
+00.9895  +23.4561  -0000.460      0
+00.9895  +23.4564  -0000.380      0
+00.9895  +23.4564  -0000.150      0
+00.9894  +23.4570  -0000.270      0
+00.9895  +23.4573  -0000.450      0
+00.9894  +23.4564  -0000.300      0
+00.9894  +23.4559  -0000.160      0
+00.9894  +23.4561  -0000.210      0
+00.9895  +23.4566  -0000.360      0
+00.9895  +23.4560  -0000.370      0
+00.9895  +23.4556  -0000.240      0
+00.9894  +23.4557  -0000.100      0
+00.9894  +23.4547  -0000.370      0
+00.9894  +23.4559  -0000.440      0
+00.9894  +23.4556  -0000.260      0
+00.9895  +23.4556  -0000.130      0
+00.9895  +23.4550  -0000.210      0
+00.9894  +23.4550  -0000.390      0
+00.9895  +23.4552  -0000.490      0
+00.9894  +23.4555  -0000.370      0
+00.9894  +23.4552  -0000.120      0
+00.9894  +23.4552  -0000.150      0
+00.9894  +23.4552  -0000.300      0
+00.9894  +23.4550  -0000.430      0
+00.9894  +23.4539  -0000.440      0
+00.9894  +23.4540  -0000.200      0
+00.9894  +23.4539  -0000.130      0
+00.9894  +23.4538  -0000.400      0
+00.9894  +23.4537  -0000.480      0
+00.9894  +23.4534  -0000.240      0
+00.9894  +23.4538  -0000.100      0
+00.9894  +23.4540  -0000.360      0
+00.9894  +23.4540  -0000.430      0
+00.9895  +23.4547  -0000.210      0
+00.9894  +23.4544  -0000.100      0
+00.9894  +23.4531  -0000.360      0
+00.9894  +23.4535  -0000.500      0
+00.9894  +23.4535  -0000.190      0
+00.9894  +23.4530  -0000.150      0
+00.9894  +23.4530  -0000.360      0
+00.9894  +23.4522  -0000.460      0
+00.9894  +23.4530  -0000.190      0
+00.9894  +23.4529  -0000.110      0
+00.9894  +23.4526  -0000.370      0
+00.9894  +23.4528  -0000.410      0
+00.9894  +23.4517  -0000.220      0
+00.9894  +23.4527  -0000.150      0
+00.9894  +23.4518  -0000.330      0
+00.9894  +23.4518  -0000.470      0
+00.9894  +23.4514  -0000.240      0
+00.9894  +23.4520  -0000.120      0
+00.9894  +23.4522  -0000.160      0
+00.9894  +23.4517  -0000.430      0
+00.9894  +23.4522  -0000.380      0

Profile 0

 CTD turned on at 06/24/2013 23:00:04
CTD turned off at 06/25/2013 02:17:00
