Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079644.PPB
Processed: 07/18/2014 12:27:38
Using Version: 1.11
Device: PARS
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Data
1397776112.128	23.342	y	mvs 1
1397776113.714	23.321	n	04/17/14	16:02:50	4216
1397776114.854	23.278	n	04/17/14	16:02:52	4167
1397776115.987	23.195	n	04/17/14	16:02:53	4159
1397776117.125	23.109	n	04/17/14	16:02:54	4221
1397776118.281	22.995	y	04/17/14	16:02:55	4270
1397776119.399	22.939	y	04/17/14	16:02:56	4260
1397776120.534	22.945	n	04/17/14	16:02:57	4268
1397776121.672	23.071	n	04/17/14	16:02:58	4289
1397776122.812	23.225	y	04/17/14	16:02:59	4226
1397776123.946	23.303	n	04/17/14	16:03:01	4067
1397776125.083	23.212	n	04/17/14	16:03:02	3989
1397776126.221	22.910	y	04/17/14	16:03:03	4133
1397776127.356	22.483	y	04/17/14	16:03:04	4380
1397776128.493	22.063	n	04/17/14	16:03:05	4537
1397776129.632	21.765	y	04/17/14	16:03:06	4574
1397776130.769	21.597	n	04/17/14	16:03:07	4575
1397776131.905	21.479	y	04/17/14	16:03:09	4573
1397776133.040	21.347	y	04/17/14	16:03:10	4566
1397776134.179	21.166	n	04/17/14	16:03:11	4600
1397776135.478	20.903	y	04/17/14	16:03:12	4697
1397776136.451	20.627	n	04/17/14	16:03:13	4802
1397776137.588	20.326	y	04/17/14	16:03:14	4867
1397776138.726	20.021	n	04/17/14	16:03:15	4894
1397776139.864	19.752	y	04/17/14	16:03:17	4936
1397776141.000	19.497	y	04/17/14	16:03:18	5013
1397776142.138	19.284	n	04/17/14	16:03:19	5085
1397776143.274	19.109	n	04/17/14	16:03:20	5120
1397776144.411	18.943	y	04/17/14	16:03:21	5116
1397776145.550	18.779	n	04/17/14	16:03:22	5111
1397776146.686	18.574	n	04/17/14	16:03:23	5149
1397776147.822	18.323	y	04/17/14	16:03:24	5220
1397776148.961	18.044	y	04/17/14	16:03:26	5330
1397776150.097	17.772	n	04/17/14	16:03:27	5454
1397776151.245	17.588	y	04/17/14	16:03:28	5535
1397776152.440	17.471	y	04/17/14	16:03:29	5522
1397776153.520	17.387	n	04/17/14	16:03:30	5449
1397776154.654	17.265	n	04/17/14	16:03:31	5434
1397776155.792	17.075	y	04/17/14	16:03:32	5517
1397776156.929	16.800	y	04/17/14	16:03:34	5635
1397776158.067	16.484	n	04/17/14	16:03:35	5742
1397776159.204	16.166	y	04/17/14	16:03:36	5847
1397776160.340	15.912	n	04/17/14	16:03:37	5926
1397776161.478	15.725	y	04/17/14	16:03:38	5956
1397776162.614	15.602	y	04/17/14	16:03:39	5942
1397776163.753	15.502	n	04/17/14	16:03:40	5937
